t,spread,abs_imb,l1_ask_size,l1_bid_size,l1_imbalance,traded_quantity,qty_cancelled,qty_modification,qty_submission,qty_aggressive,var_imb,d_imb,d_mid_price
2021-06-01 09:10:25+02:00,0.03999999999999915,0.5156678628389154,175.3,79.1,0.4794836523125997,0.0,2074.2,50.0,2279.1,0.0,0.4620872137987956,0.5693736072135285,0.0036697247706421235
2021-06-01 09:10:30+02:00,0.040000000000000924,0.29365079365079366,150.0,94.5,0.29365079365079366,0.0,2824.0,250.0,3270.0,0.0,0.5209933435739887,293.65474180289,10.005005005004792
2021-06-01 09:10:35+02:00,0.03999999999999915,0.21604010025062656,149.66666666666666,150.0,-0.05062656641604011,0.0,3638.0,1164.3333333333333,4775.0,0.0,,0.0397822828034601,0.00043572984749462145
2021-06-01 09:10:40+02:00,0.03999999999999915,0.6305418719211823,150.0,662.0,-0.6305418719211823,0.0,4501.0,1248.0,5112.0,0.0,1.1804249390456287,0.09766168419173744,0.0022229632099588278
2021-06-01 09:10:45+02:00,0.03999999999999915,0.4572475666928441,252.66666666666666,662.0,-0.4572475666928441,0.0,4886.0,1434.6666666666667,5512.0,0.0,0.13741696859903382,0.05788052946838284,0.0
2021-06-01 09:10:50+02:00,0.03999999999999915,0.37060041407867494,304.0,662.0,-0.37060041407867494,0.0,5486.0,1654.0,5812.0,0.0,0.0,0.0,0.0
2021-06-01 09:10:55+02:00,0.03999999999999915,0.355340692869297,315.0,662.0,-0.355340692869297,0.0,5508.0,1654.0,6123.0,0.0,0.04117567231357294,2.1799601727682805,0.0
2021-06-01 09:11:00+02:00,0.03999999999999915,0.340080971659919,326.0,662.0,-0.340080971659919,0.0,6108.0,1654.0,6434.0,0.0,0.0,0.0,0.0
2021-06-01 09:11:05+02:00,,,,,,,,,,,,,
2021-06-01 09:11:10+02:00,,,,,,,,,,,,,
2021-06-01 09:11:15+02:00,,,,,,,,,,,,,
2021-06-01 09:11:20+02:00,,,,,,,,,,,,,
2021-06-01 09:11:25+02:00,,,,,,,,,,,,,
2021-06-01 09:11:30+02:00,,,,,,,,,,,,,
2021-06-01 09:11:35+02:00,,,,,,,,,,,,,
2021-06-01 09:11:40+02:00,,,,,,,,,,,,,
2021-06-01 09:11:45+02:00,,,,,,,,,,,,,
2021-06-01 09:11:50+02:00,,,,,,,,,,,,,
2021-06-01 09:11:55+02:00,,,,,,,,,,,,,
2021-06-01 09:12:00+02:00,,,,,,,,,,,,,
2021-06-01 09:12:05+02:00,0.03999999999999915,0.34008097165991896,326.0,662.0,-0.34008097165991896,0.0,6176.0,1654.0,6860.333333333333,0.0,0.0,0.0,0.0
2021-06-01 09:12:10+02:00,,,,,,,,,,,,,
2021-06-01 09:12:15+02:00,,,,,,,,,,,,,
2021-06-01 09:12:20+02:00,,,,,,,,,,,,,
2021-06-01 09:12:25+02:00,,,,,,,,,,,,,
2021-06-01 09:12:30+02:00,,,,,,,,,,,,,
2021-06-01 09:12:35+02:00,,,,,,,,,,,,,
2021-06-01 09:12:40+02:00,0.03999999999999915,0.340080971659919,326.0,662.0,-0.340080971659919,0.0,6492.0,1654.0,6921.0,0.0,0.0,0.0,0.0
2021-06-01 09:12:45+02:00,,,,,,,,,,,,,
2021-06-01 09:12:50+02:00,,,,,,,,,,,,,
2021-06-01 09:12:55+02:00,0.03999999999999915,0.40542435735356086,326.0,772.0,-0.40542435735356086,0.0,6555.6,1654.0,7108.8,0.0,0.04611172391163369,1.7589931054877237,0.0
2021-06-01 09:13:00+02:00,0.03999999999999915,0.4230088495575221,326.0,804.0,-0.4230088495575221,0.0,6598.0,1654.0,7427.0,0.0,0.0,0.0,0.0
2021-06-01 09:13:05+02:00,,,,,,,,,,,,,
2021-06-01 09:13:10+02:00,,,,,,,,,,,,,
2021-06-01 09:13:15+02:00,,,,,,,,,,,,,
2021-06-01 09:13:20+02:00,,,,,,,,,,,,,
2021-06-01 09:13:25+02:00,,,,,,,,,,,,,
2021-06-01 09:13:30+02:00,,,,,,,,,,,,,
2021-06-01 09:13:35+02:00,,,,,,,,,,,,,
2021-06-01 09:13:40+02:00,,,,,,,,,,,,,
2021-06-01 09:13:45+02:00,0.03999999999999915,0.4230088495575221,326.0,804.0,-0.4230088495575221,0.0,6531.0,1654.0,7336.0,0.0,0.0,0.0,0.0
2021-06-01 09:13:50+02:00,,,,,,,,,,,,,
2021-06-01 09:13:55+02:00,,,,,,,,,,,,,
2021-06-01 09:14:00+02:00,,,,,,,,,,,,,
2021-06-01 09:14:05+02:00,,,,,,,,,,,,,
2021-06-01 09:14:10+02:00,,,,,,,,,,,,,
2021-06-01 09:14:15+02:00,,,,,,,,,,,,,
2021-06-01 09:14:20+02:00,,,,,,,,,,,,,
2021-06-01 09:14:25+02:00,,,,,,,,,,,,,
2021-06-01 09:14:30+02:00,,,,,,,,,,,,,
2021-06-01 09:14:35+02:00,,,,,,,,,,,,,
2021-06-01 09:14:40+02:00,,,,,,,,,,,,,
2021-06-01 09:14:45+02:00,,,,,,,,,,,,,
2021-06-01 09:14:50+02:00,0.06727272727272746,0.3206891613392255,165.0,312.72727272727275,-0.2631203065038558,0.0,6106.454545454545,1719.4545454545455,7317.0,0.0,,78.48351646560138,2.9090909090908146
2021-06-01 09:14:55+02:00,,,,,,,,,,,,,
2021-06-01 09:15:00+02:00,,,,,,,,,,,,,
2021-06-01 09:15:05+02:00,0.0600000000000005,0.21413721413721415,189.0,292.0,-0.21413721413721415,0.0,6289.0,2199.5,9059.5,0.0,0.08336505519604112,0.0020620910492103813,0.0
2021-06-01 09:15:10+02:00,,,,,,,,,,,,,
2021-06-01 09:15:15+02:00,0.0600000000000005,0.11504424778761062,189.0,150.0,0.11504424778761062,0.0,6289.0,2385.0,9354.0,0.0,1.5372454678236962,0.032914854707011776,0.0
2021-06-01 09:15:20+02:00,,,,,,,,,,,,,
2021-06-01 09:15:25+02:00,,,,,,,,,,,,,
2021-06-01 09:15:30+02:00,,,,,,,,,,,,,
2021-06-01 09:15:35+02:00,,,,,,,,,,,,,
2021-06-01 09:15:40+02:00,,,,,,,,,,,,,
2021-06-01 09:15:45+02:00,,,,,,,,,,,,,
2021-06-01 09:15:50+02:00,,,,,,,,,,,,,
2021-06-01 09:15:55+02:00,,,,,,,,,,,,,
2021-06-01 09:16:00+02:00,,,,,,,,,,,,,
2021-06-01 09:16:05+02:00,,,,,,,,,,,,,
2021-06-01 09:16:10+02:00,,,,,,,,,,,,,
2021-06-01 09:16:15+02:00,0.0600000000000005,0.11504424778761062,189.0,150.0,0.11504424778761062,0.0,1448.0,731.0,4350.0,0.0,0.0,0.0,0.0
2021-06-01 09:16:20+02:00,,,,,,,,,,,,,
2021-06-01 09:16:25+02:00,,,,,,,,,,,,,
2021-06-01 09:16:30+02:00,,,,,,,,,,,,,
2021-06-01 09:16:35+02:00,,,,,,,,,,,,,
2021-06-01 09:16:40+02:00,,,,,,,,,,,,,
2021-06-01 09:16:45+02:00,,,,,,,,,,,,,
2021-06-01 09:16:50+02:00,0.0600000000000005,0.07343580189411582,189.0,190.0,0.003260363297624594,0.0,1448.0,731.0,4802.0,0.0,0.48582995951417013,27.945971122496506,0.0
2021-06-01 09:16:55+02:00,0.0600000000000005,0.125,150.0,195.0,-0.125,0.0,2073.0,731.0,5519.0,0.0,,6.94803655329971,0.0027300027300026716
2021-06-01 09:17:00+02:00,,,,,,,,,,,,,
2021-06-01 09:17:05+02:00,,,,,,,,,,,,,
2021-06-01 09:17:10+02:00,,,,,,,,,,,,,
2021-06-01 09:17:15+02:00,,,,,,,,,,,,,
2021-06-01 09:17:20+02:00,0.0600000000000005,0.14385964912280702,157.8,210.0,-0.14385964912280702,0.0,2039.6,881.6,6294.4,0.0,0.1368421052631579,3.258145363408521,0.0
2021-06-01 09:17:25+02:00,,,,,,,,,,,,,
2021-06-01 09:17:30+02:00,,,,,,,,,,,,,
2021-06-01 09:17:35+02:00,,,,,,,,,,,,,
2021-06-01 09:17:40+02:00,,,,,,,,,,,,,
2021-06-01 09:17:45+02:00,,,,,,,,,,,,,
2021-06-01 09:17:50+02:00,,,,,,,,,,,,,
2021-06-01 09:17:55+02:00,,,,,,,,,,,,,
2021-06-01 09:18:00+02:00,,,,,,,,,,,,,
2021-06-01 09:18:05+02:00,0.0600000000000005,0.1138601520628194,189.0,193.5,0.0011840957247912232,0.0,1837.0,982.0,5899.5,0.0,2.58262782960527,56.9318908227028,0.0
2021-06-01 09:18:10+02:00,,,,,,,,,,,,,
2021-06-01 09:18:15+02:00,,,,,,,,,,,,,
2021-06-01 09:18:20+02:00,0.0600000000000005,0.1138601520628194,189.0,193.5,0.0011840957247912232,0.0,1880.5,982.0,5993.0,0.0,1.010508849557522,56.9300760314097,0.0
2021-06-01 09:18:25+02:00,,,,,,,,,,,,,
2021-06-01 09:18:30+02:00,,,,,,,,,,,,,
2021-06-01 09:18:35+02:00,,,,,,,,,,,,,
2021-06-01 09:18:40+02:00,,,,,,,,,,,,,
2021-06-01 09:18:45+02:00,,,,,,,,,,,,,
2021-06-01 09:18:50+02:00,,,,,,,,,,,,,
2021-06-01 09:18:55+02:00,,,,,,,,,,,,,
2021-06-01 09:19:00+02:00,,,,,,,,,,,,,
2021-06-01 09:19:05+02:00,,,,,,,,,,,,,
2021-06-01 09:19:10+02:00,,,,,,,,,,,,,
2021-06-01 09:19:15+02:00,,,,,,,,,,,,,
2021-06-01 09:19:20+02:00,,,,,,,,,,,,,
2021-06-01 09:19:25+02:00,,,,,,,,,,,,,
2021-06-01 09:19:30+02:00,0.0600000000000005,0.1042983565107459,189.0,207.85714285714286,-0.03855878634639697,0.0,1935.5714285714287,982.0,7274.142857142857,0.0,0.5742390353009821,30.720606826801514,0.0
2021-06-01 09:19:35+02:00,,,,,,,,,,,,,
2021-06-01 09:19:40+02:00,0.0600000000000005,0.1,189.0,231.0,-0.1,0.0,2005.0,982.0,8447.0,0.0,1.8692307692307693,0.021500124753810298,0.0
2021-06-01 09:19:45+02:00,,,,,,,,,,,,,
2021-06-01 09:19:50+02:00,0.0600000000000005,0.11504424778761062,189.0,150.0,0.11504424778761062,0.0,1128.0,742.0,5615.0,0.0,2.1504424778761058,0.021502274551305926,0.0
2021-06-01 09:19:55+02:00,,,,,,,,,,,,,
2021-06-01 09:20:00+02:00,,,,,,,,,,,,,
2021-06-01 09:20:05+02:00,,,,,,,,,,,,,
2021-06-01 09:20:10+02:00,0.0600000000000005,0.24730804525695946,189.0,317.3333333333333,-0.24730804525695946,0.0,1203.8333333333333,251.0,5542.666666666667,0.0,0.6197087820039154,8.992075447153672,0.0
2021-06-01 09:20:15+02:00,,,,,,,,,,,,,
2021-06-01 09:20:20+02:00,,,,,,,,,,,,,
2021-06-01 09:20:25+02:00,,,,,,,,,,,,,
2021-06-01 09:20:30+02:00,,,,,,,,,,,,,
2021-06-01 09:20:35+02:00,,,,,,,,,,,,,
2021-06-01 09:20:40+02:00,,,,,,,,,,,,,
2021-06-01 09:20:45+02:00,,,,,,,,,,,,,
2021-06-01 09:20:50+02:00,,,,,,,,,,,,,
2021-06-01 09:20:55+02:00,,,,,,,,,,,,,
2021-06-01 09:21:00+02:00,,,,,,,,,,,,,
2021-06-01 09:21:05+02:00,,,,,,,,,,,,,
2021-06-01 09:21:10+02:00,,,,,,,,,,,,,
2021-06-01 09:21:15+02:00,,,,,,,,,,,,,
2021-06-01 09:21:20+02:00,,,,,,,,,,,,,
2021-06-01 09:21:25+02:00,,,,,,,,,,,,,
2021-06-01 09:21:30+02:00,,,,,,,,,,,,,
2021-06-01 09:21:35+02:00,,,,,,,,,,,,,
2021-06-01 09:21:40+02:00,,,,,,,,,,,,,
2021-06-01 09:21:45+02:00,,,,,,,,,,,,,
2021-06-01 09:21:50+02:00,,,,,,,,,,,,,
2021-06-01 09:21:55+02:00,,,,,,,,,,,,,
2021-06-01 09:22:00+02:00,,,,,,,,,,,,,
2021-06-01 09:22:05+02:00,,,,,,,,,,,,,
2021-06-01 09:22:10+02:00,,,,,,,,,,,,,
2021-06-01 09:22:15+02:00,,,,,,,,,,,,,
2021-06-01 09:22:20+02:00,,,,,,,,,,,,,
2021-06-01 09:22:25+02:00,,,,,,,,,,,,,
2021-06-01 09:22:30+02:00,,,,,,,,,,,,,
2021-06-01 09:22:35+02:00,,,,,,,,,,,,,
2021-06-01 09:22:40+02:00,,,,,,,,,,,,,
2021-06-01 09:22:45+02:00,,,,,,,,,,,,,
2021-06-01 09:22:50+02:00,,,,,,,,,,,,,
2021-06-01 09:22:55+02:00,,,,,,,,,,,,,
2021-06-01 09:23:00+02:00,,,,,,,,,,,,,
2021-06-01 09:23:05+02:00,,,,,,,,,,,,,
2021-06-01 09:23:10+02:00,,,,,,,,,,,,,
2021-06-01 09:23:15+02:00,,,,,,,,,,,,,
2021-06-01 09:23:20+02:00,,,,,,,,,,,,,
2021-06-01 09:23:25+02:00,,,,,,,,,,,,,
2021-06-01 09:23:30+02:00,,,,,,,,,,,,,
2021-06-01 09:23:35+02:00,,,,,,,,,,,,,
2021-06-01 09:23:40+02:00,,,,,,,,,,,,,
2021-06-01 09:23:45+02:00,,,,,,,,,,,,,
2021-06-01 09:23:50+02:00,,,,,,,,,,,,,
2021-06-01 09:23:55+02:00,,,,,,,,,,,,,
2021-06-01 09:24:00+02:00,,,,,,,,,,,,,
2021-06-01 09:24:05+02:00,,,,,,,,,,,,,
2021-06-01 09:24:10+02:00,,,,,,,,,,,,,
2021-06-01 09:24:15+02:00,,,,,,,,,,,,,
2021-06-01 09:24:20+02:00,,,,,,,,,,,,,
2021-06-01 09:24:25+02:00,0.040000000000000924,0.36462093862815886,189.0,88.0,0.36462093862815886,0.0,293.0,0.0,3092.0,0.0,2.175366319813124,0.002627748271039039,3.893883876594258e-05
2021-06-01 09:24:30+02:00,0.053333333333333975,0.3283529649441795,189.0,268.6666666666667,-0.08527233919207357,0.0,951.6666666666666,0.0,3292.0,0.0,0.6169328611693287,112.47331945505812,1.666666666666335
2021-06-01 09:24:35+02:00,,,,,,,,,,,,,
2021-06-01 09:24:40+02:00,0.0600000000000005,0.3102189781021898,189.0,359.0,-0.3102189781021898,0.0,1500.0,0.0,1330.0,0.0,0.0,0.0,0.0
2021-06-01 09:24:45+02:00,,,,,,,,,,,,,
2021-06-01 09:24:50+02:00,,,,,,,,,,,,,
2021-06-01 09:24:55+02:00,,,,,,,,,,,,,
2021-06-01 09:25:00+02:00,,,,,,,,,,,,,
2021-06-01 09:25:05+02:00,,,,,,,,,,,,,
2021-06-01 09:25:10+02:00,,,,,,,,,,,,,
2021-06-01 09:25:15+02:00,,,,,,,,,,,,,
2021-06-01 09:25:20+02:00,,,,,,,,,,,,,
2021-06-01 09:25:25+02:00,,,,,,,,,,,,,
2021-06-01 09:25:30+02:00,,,,,,,,,,,,,
2021-06-01 09:25:35+02:00,,,,,,,,,,,,,
2021-06-01 09:25:40+02:00,,,,,,,,,,,,,
2021-06-01 09:25:45+02:00,,,,,,,,,,,,,
2021-06-01 09:25:50+02:00,,,,,,,,,,,,,
2021-06-01 09:25:55+02:00,,,,,,,,,,,,,
2021-06-01 09:26:00+02:00,,,,,,,,,,,,,
2021-06-01 09:26:05+02:00,,,,,,,,,,,,,
2021-06-01 09:26:10+02:00,,,,,,,,,,,,,
2021-06-01 09:26:15+02:00,,,,,,,,,,,,,
2021-06-01 09:26:20+02:00,,,,,,,,,,,,,
2021-06-01 09:26:25+02:00,,,,,,,,,,,,,
2021-06-01 09:26:30+02:00,,,,,,,,,,,,,
2021-06-01 09:26:35+02:00,,,,,,,,,,,,,
2021-06-01 09:26:40+02:00,,,,,,,,,,,,,
2021-06-01 09:26:45+02:00,,,,,,,,,,,,,
2021-06-01 09:26:50+02:00,,,,,,,,,,,,,
2021-06-01 09:26:55+02:00,,,,,,,,,,,,,
2021-06-01 09:27:00+02:00,,,,,,,,,,,,,
2021-06-01 09:27:05+02:00,,,,,,,,,,,,,
2021-06-01 09:27:10+02:00,,,,,,,,,,,,,
2021-06-01 09:27:15+02:00,,,,,,,,,,,,,
2021-06-01 09:27:20+02:00,,,,,,,,,,,,,
2021-06-01 09:27:25+02:00,,,,,,,,,,,,,
2021-06-01 09:27:30+02:00,,,,,,,,,,,,,
2021-06-01 09:27:35+02:00,,,,,,,,,,,,,
2021-06-01 09:27:40+02:00,,,,,,,,,,,,,
2021-06-01 09:27:45+02:00,,,,,,,,,,,,,
2021-06-01 09:27:50+02:00,,,,,,,,,,,,,
2021-06-01 09:27:55+02:00,,,,,,,,,,,,,
2021-06-01 09:28:00+02:00,,,,,,,,,,,,,
2021-06-01 09:28:05+02:00,,,,,,,,,,,,,
2021-06-01 09:28:10+02:00,,,,,,,,,,,,,
2021-06-01 09:28:15+02:00,0.0600000000000005,0.3102189781021898,189.0,359.0,-0.3102189781021898,0.0,1288.0,0.0,1298.0,0.0,0.0,0.0,0.0
2021-06-01 09:28:20+02:00,,,,,,,,,,,,,
2021-06-01 09:28:25+02:00,,,,,,,,,,,,,
2021-06-01 09:28:30+02:00,,,,,,,,,,,,,
2021-06-01 09:28:35+02:00,,,,,,,,,,,,,
2021-06-01 09:28:40+02:00,,,,,,,,,,,,,
2021-06-01 09:28:45+02:00,,,,,,,,,,,,,
2021-06-01 09:28:50+02:00,,,,,,,,,,,,,
2021-06-01 09:28:55+02:00,0.0600000000000005,0.2559055118110236,189.0,319.0,-0.2559055118110236,0.0,1364.0,0.0,1345.0,0.0,0.0583603520148217,0.00047351804058487365,0.0
2021-06-01 09:29:00+02:00,,,,,,,,,,,,,
2021-06-01 09:29:05+02:00,,,,,,,,,,,,,
2021-06-01 09:29:10+02:00,,,,,,,,,,,,,
2021-06-01 09:29:15+02:00,,,,,,,,,,,,,
2021-06-01 09:29:20+02:00,,,,,,,,,,,,,
2021-06-01 09:29:25+02:00,,,,,,,,,,,,,
2021-06-01 09:29:30+02:00,0.0600000000000005,0.2559055118110236,189.0,319.0,-0.2559055118110236,0.0,1292.0,0.0,751.0,0.0,0.0,0.0,0.0
2021-06-01 09:29:35+02:00,,,,,,,,,,,,,
2021-06-01 09:29:40+02:00,0.0600000000000005,0.2559055118110236,189.0,319.0,-0.2559055118110236,0.0,692.0,0.0,601.0,0.0,0.0,0.0,0.0
2021-06-01 09:29:45+02:00,,,,,,,,,,,,,
2021-06-01 09:29:50+02:00,,,,,,,,,,,,,
2021-06-01 09:29:55+02:00,,,,,,,,,,,,,
2021-06-01 09:30:00+02:00,,,,,,,,,,,,,
2021-06-01 09:30:05+02:00,0.04333333333333359,0.4111236868256812,188.0,157.0,-0.04359650105479221,13.0,822.6666666666666,0.0,1014.6666666666666,0.0,1.1671627605910906,184.97178246486328,3.055555555555762
2021-06-01 09:30:10+02:00,0.040000000000000924,0.0585480093676815,150.0,170.0,-0.0585480093676815,39.0,891.6666666666666,0.0,1260.0,0.0,2.921450724729413,14.083296305256917,0.0
2021-06-01 09:30:15+02:00,,,,,,,,,,,,,
2021-06-01 09:30:20+02:00,,,,,,,,,,,,,
2021-06-01 09:30:25+02:00,,,,,,,,,,,,,
2021-06-01 09:30:30+02:00,,,,,,,,,,,,,
2021-06-01 09:30:35+02:00,,,,,,,,,,,,,
2021-06-01 09:30:40+02:00,0.040000000000000924,0.5263922518159806,600.0,188.0,0.5263922518159806,39.0,1027.0,217.66666666666666,1723.3333333333333,0.0,0.907559860102233,24.539865202477532,0.00010632303063166285
2021-06-01 09:30:45+02:00,0.040000000000000924,0.45278450363196127,600.0,226.0,0.45278450363196127,39.0,1106.0,354.0,2775.0,0.0,0.0,0.0,0.0
2021-06-01 09:30:50+02:00,0.040000000000000924,0.45278450363196127,600.0,226.0,0.45278450363196127,39.0,1706.0,437.6666666666667,3300.0,0.0,0.0,0.0,0.0
2021-06-01 09:30:55+02:00,,,,,,,,,,,,,
2021-06-01 09:31:00+02:00,,,,,,,,,,,,,
