t,ECG 0,ECG 1,ECG 2,ECG 3,ECG 4,ECG 5,ECG 6,ECG 7
1970-01-01 00:00:32,-0.96345494,-0.17954906,0.45978482,-0.081971495,-0.0087803496,-0.26398308,-0.85833211,-4.0409656
1970-01-01 00:00:33,-0.97892918,-0.24090386,0.48121002,-0.11159417,-0.1915683,-0.2786516,-0.8155953,-4.6530539
1970-01-01 00:00:34,-0.94798071,-0.24090386,0.48121002,-0.089377164,-0.28296227,-0.2786516,-0.73012168,-4.9519807
1970-01-01 00:00:35,-0.94798071,-0.24090386,0.46692656,-0.089377164,-0.16545573,-0.30798866,-0.66601646,-4.9377461
1970-01-01 00:00:36,-0.94798071,-0.30225865,0.45978482,-0.11899984,-0.10017432,-0.35199424,-0.64464806,-4.631702
1970-01-01 00:00:37,-0.97892918,-0.33293605,0.49549349,-0.067160158,-0.074061759,-0.41066835,-0.65533226,-3.9769099
1970-01-01 00:00:38,-1.0253519,-0.21022646,0.47406829,-0.067160158,-0.047949195,-0.3813313,-0.59122705,-3.279414
1970-01-01 00:00:39,-1.1027231,-0.30225865,0.47406829,-0.096782832,0.05650106,-0.35199424,-0.55917444,-2.766968
1970-01-01 00:00:40,-0.99440341,-0.27158126,0.48121002,-0.096782832,0.069557342,-0.36666277,-0.48438502,-2.1619971
1970-01-01 00:00:41,-1.0253519,-0.27158126,0.46692656,-0.081971495,0.13483875,-0.36666277,-0.46301661,-1.3150378
1970-01-01 00:00:42,-0.97892918,-0.30225865,0.43835962,-0.074565826,0.20012016,-0.42533688,-0.36685879,-0.54636882
1970-01-01 00:00:43,-1.0408261,-0.30225865,0.44550136,-0.11159417,0.23928901,-0.39599983,-0.36685879,-0.062392076
1970-01-01 00:00:44,-0.99440341,-0.30225865,0.43835962,-0.1041885,0.29151413,-0.35199424,-0.33480618,0.12977516
1970-01-01 00:00:45,-0.99440341,-0.42496825,0.41693442,-0.044943152,0.38290811,-0.29332013,-0.28138517,0.23653474
1970-01-01 00:00:46,-0.97892918,-0.33293605,0.39550922,-0.1041885,0.44818952,-0.33732571,-0.26001676,0.35041162
1970-01-01 00:00:47,-0.93250647,-0.42496825,0.40265095,-0.081971495,0.52652721,-0.35199424,-0.23864836,0.44293659
1970-01-01 00:00:48,-0.88608376,-0.42496825,0.39550922,-0.05234882,0.44818952,-0.44000541,-0.24933256,0.40023276
1970-01-01 00:00:49,-0.91703223,-0.45564565,0.38122575,-0.059754489,0.30457042,-0.36666277,-0.17454314,0.33617701
1970-01-01 00:00:50,-0.901558,-0.45564565,0.40979269,-0.067160158,0.082613624,-0.35199424,-0.12112213,0.26500396
1970-01-01 00:00:51,-0.88608376,-0.51700044,0.38122575,-0.059754489,0.0042759323,-0.30798866,-0.12112213,0.25788665
1970-01-01 00:00:52,-0.74681564,-0.54767784,0.40265095,-0.044943152,0.030388496,-0.33732571,-0.12112213,0.28635587
1970-01-01 00:00:53,-0.76228987,-0.51700044,0.38122575,-0.00050913972,0.069557342,-0.3813313,-0.11043793,0.3290597
1970-01-01 00:00:54,-0.74681564,-0.57835524,0.37408402,0.014302198,0.05650106,-0.39599983,-0.099753726,0.38599815
1970-01-01 00:00:55,-0.71586717,-0.45564565,0.34551708,0.036519204,0.043444778,-0.32265719,-0.15317474,0.37888084
1970-01-01 00:00:56,-0.76228987,-0.45564565,0.36694228,0.051330541,0.030388496,-0.32265719,-0.12112213,0.35041162
1970-01-01 00:00:57,-0.63849599,-0.51700044,0.33123361,0.080953216,0.095669906,-0.23464602,-0.12112213,0.34329431
1970-01-01 00:00:58,-0.63849599,-0.39429085,0.35980055,0.088358884,0.10872619,-0.26398308,-0.07838532,0.37176354
1970-01-01 00:00:59,-0.6849187,-0.39429085,0.36694228,0.11798156,0.05650106,-0.32265719,-0.11043793,0.37888084
1970-01-01 00:01:00,-0.60754752,-0.45564565,0.38122575,0.12538723,0.043444778,-0.2786516,-0.12112213,0.40023276
1970-01-01 00:01:01,-0.56112481,-0.48632304,0.37408402,0.095764553,-0.061005477,-0.17597191,-0.14249054,0.35041162
1970-01-01 00:01:02,-0.60754752,-0.36361345,0.34551708,0.10317022,-0.25684971,-0.14663485,-0.15317474,0.34329431
1970-01-01 00:01:03,-0.65397022,-0.39429085,0.35265882,0.080953216,-0.40046881,-0.13196633,-0.14249054,0.37176354
1970-01-01 00:01:04,-0.60754752,-0.39429085,0.31695015,0.080953216,-0.41352509,-0.17597191,-0.17454314,0.37176354
1970-01-01 00:01:05,-0.53017634,-0.39429085,0.35265882,0.021707866,-0.41352509,-0.10262927,-0.14249054,0.35752893
1970-01-01 00:01:06,-0.56112481,-0.33293605,0.32409188,-0.030131814,-0.37435624,0.014718951,-0.20659575,0.42158467
1970-01-01 00:01:07,-0.63849599,-0.36361345,0.32409188,-0.044943152,-0.36129996,0.11739864,-0.18522735,0.38599815
1970-01-01 00:01:08,-0.57659904,-0.39429085,0.34551708,-0.022726146,-0.30907483,0.058724534,-0.17454314,0.35041162
1970-01-01 00:01:09,-0.57659904,-0.39429085,0.35265882,-0.089377164,-0.25684971,0.058724534,-0.14249054,0.38599815
1970-01-01 00:01:10,-0.54565057,-0.39429085,0.34551708,-0.081971495,-0.23073714,0.10273012,-0.14249054,0.40023276
1970-01-01 00:01:11,-0.56112481,-0.36361345,0.33837535,-0.081971495,-0.21768086,0.073393062,-0.20659575,0.37176354
1970-01-01 00:01:12,-0.60754752,-0.48632304,0.31695015,-0.074565826,-0.20462458,0.13206717,-0.22796416,0.37888084
1970-01-01 00:01:13,-0.62302175,-0.45564565,0.30980841,-0.11159417,-0.20462458,0.17607276,-0.22796416,0.41446737
1970-01-01 00:01:14,-0.63849599,-0.60903264,0.33837535,-0.11159417,-0.29601855,0.26408392,-0.22796416,0.44293659
1970-01-01 00:01:15,-0.62302175,-0.42496825,0.30980841,-0.096782832,-0.37435624,0.27875245,-0.21727995,0.40023276
1970-01-01 00:01:16,-0.63849599,-0.60903264,0.29552495,-0.1041885,-0.30907483,0.26408392,-0.21727995,0.35041162
1970-01-01 00:01:17,-0.66944446,-0.51700044,0.28124148,-0.1041885,-0.21768086,0.30808951,-0.26001676,0.33617701
1970-01-01 00:01:18,-0.70039293,-0.67038743,0.30980841,-0.096782832,-0.26990599,0.32275803,-0.23864836,0.39311545
1970-01-01 00:01:19,-0.7313414,-0.73174223,0.30980841,-0.074565826,-0.26990599,0.38143214,-0.19591155,0.41446737
1970-01-01 00:01:20,-0.66944446,-0.57835524,0.28838321,-0.081971495,-0.21768086,0.38143214,-0.21727995,0.38599815
1970-01-01 00:01:21,-0.63849599,-0.48632304,0.30266668,-0.081971495,-0.17851201,0.32275803,-0.20659575,0.41446737
1970-01-01 00:01:22,-0.6849187,-0.48632304,0.33123361,-0.067160158,-0.20462458,0.29342098,-0.20659575,0.35041162
1970-01-01 00:01:23,-0.71586717,-0.45564565,0.30980841,-0.081971495,-0.12628689,0.32275803,-0.21727995,0.35752893
1970-01-01 00:01:24,-0.6849187,-0.57835524,0.28838321,-0.096782832,-0.12628689,0.29342098,-0.26001676,0.37888084
1970-01-01 00:01:25,-0.74681564,-0.57835524,0.30266668,-0.089377164,-0.15239945,0.20540981,-0.22796416,0.3290597
1970-01-01 00:01:26,-0.70039293,-0.42496825,0.28124148,-0.11899984,-0.21768086,0.17607276,-0.20659575,0.34329431
1970-01-01 00:01:27,-0.70039293,-0.45564565,0.28838321,-0.089377164,-0.21768086,0.17607276,-0.22796416,0.37176354
1970-01-01 00:01:28,-0.71586717,-0.33293605,0.28838321,-0.096782832,-0.21768086,0.1467357,-0.23864836,0.42158467
1970-01-01 00:01:29,-0.74681564,-0.30225865,0.30980841,-0.089377164,-0.21768086,0.1467357,-0.23864836,0.35041162
1970-01-01 00:01:30,-0.66944446,-0.27158126,0.32409188,-0.096782832,-0.087118041,0.23474687,-0.21727995,0.30770779
1970-01-01 00:01:31,-0.71586717,-0.39429085,0.34551708,-0.1041885,-0.0087803496,0.24941539,-0.22796416,0.25788665
1970-01-01 00:01:32,-0.74681564,-0.42496825,0.33837535,-0.096782832,0.14789503,0.23474687,-0.18522735,0.22230013
1970-01-01 00:01:33,-0.71586717,-0.42496825,0.35980055,-0.096782832,0.43513324,0.17607276,-0.16385894,0.21518282
1970-01-01 00:01:34,-0.7313414,-0.45564565,0.40265095,-0.074565826,0.83987798,0.20540981,-0.15317474,0.16536169
1970-01-01 00:01:35,-0.74681564,-0.39429085,0.39550922,-0.059754489,1.2837916,0.20540981,-0.17454314,0.12265786
1970-01-01 00:01:36,-0.80871258,-0.42496825,0.45978482,-0.081971495,1.7538177,0.24941539,-0.17454314,0.11554055
1970-01-01 00:01:37,-0.76228987,-0.57835524,0.41693442,-0.089377164,2.1585625,0.24941539,-0.17454314,0.087071331
1970-01-01 00:01:38,-0.66944446,-0.54767784,0.41693442,-0.089377164,2.4719132,0.17607276,-0.17454314,0.079954026
1970-01-01 00:01:39,-0.7313414,-0.70106483,0.39550922,-0.059754489,2.6285886,0.16140423,-0.14249054,0.01589828
1970-01-01 00:01:40,-0.71586717,-0.76241963,0.40265095,-0.067160158,2.69387,0.20540981,-0.13180633,-0.048157466
1970-01-01 00:01:41,-0.66944446,-0.85445183,0.36694228,-0.044943152,2.6416449,0.20540981,-0.15317474,-0.02680555
1970-01-01 00:01:42,-0.7313414,-0.88512922,0.37408402,-0.044943152,2.5633072,0.19074128,-0.17454314,-0.005453635
1970-01-01 00:01:43,-0.74681564,-0.85445183,0.30980841,-0.1041885,2.3152378,0.22007834,-0.14249054,-0.005453635
1970-01-01 00:01:44,-0.71586717,-0.91580662,0.27409974,-0.096782832,2.2369001,0.22007834,-0.17454314,-0.033922855
1970-01-01 00:01:45,-0.7313414,-0.76241963,0.24553281,-0.089377164,2.1716187,0.19074128,-0.15317474,-0.069509381
1970-01-01 00:01:46,-0.71586717,-0.82377443,0.26695801,-0.13381118,2.1977313,0.19074128,-0.14249054,-0.033922855
1970-01-01 00:01:47,-0.76228987,-0.85445183,0.27409974,-0.17083952,2.2891253,0.20540981,-0.089069523,-0.01257094
1970-01-01 00:01:48,-0.6849187,-0.82377443,0.25267454,-0.11159417,2.3282941,0.22007834,0.017772503,-0.02680555
1970-01-01 00:01:49,-0.7313414,-0.91580662,0.23839107,0.029113535,2.2499564,0.23474687,0.028456706,-0.048157466
1970-01-01 00:01:50,-0.6849187,-0.85445183,0.25267454,0.073547547,2.0802248,0.23474687,0.071193516,-0.01257094
1970-01-01 00:01:51,-0.65397022,-0.82377443,0.25267454,-0.13381118,1.8843805,0.20540981,0.049825111,0.023015585
1970-01-01 00:01:52,-0.6849187,-0.76241963,0.23124934,-0.82253836,1.8321554,0.23474687,0.049825111,0.087071331
1970-01-01 00:01:53,-0.65397022,-0.76241963,0.23124934,-1.770464,2.1063373,0.22007834,0.10324612,0.01589828
1970-01-01 00:01:54,-0.6849187,-0.73174223,0.25267454,-2.7183895,2.4066318,0.23474687,0.15666714,-0.019688245
1970-01-01 00:01:55,-0.6849187,-0.73174223,0.25981628,-3.5182018,2.5633072,0.23474687,0.18871975,-0.005453635
1970-01-01 00:01:56,-0.6849187,-0.73174223,0.25267454,-3.8588625,2.3544067,0.22007834,0.24214076,-0.041040161
1970-01-01 00:01:57,-0.66944446,-0.76241963,0.24553281,-4.0440042,1.7799303,0.23474687,0.25282496,-0.069509381
1970-01-01 00:01:58,-0.66944446,-0.88512922,0.25981628,-4.1402779,0.94432823,0.26408392,0.19940395,-0.041040161
1970-01-01 00:01:59,-0.59207328,-0.79309703,0.23839107,-4.1773063,0.27845785,0.24941539,0.17803554,-0.033922855
1970-01-01 00:02:00,-0.59207328,-0.79309703,0.25267454,-4.2217403,-0.087118041,0.23474687,0.14598293,-0.062392076
1970-01-01 00:02:01,-0.48375363,-0.82377443,0.22410761,-4.2143346,-0.087118041,0.22007834,0.12461453,-0.11933052
1970-01-01 00:02:02,-0.45280516,-0.76241963,0.24553281,-4.0736269,-0.12628689,0.22007834,0.092561922,-0.041040161
1970-01-01 00:02:03,-0.39090821,-0.60903264,0.22410761,-3.9107022,-0.1915683,0.20540981,0.071193516,-0.005453635
1970-01-01 00:02:04,-0.34448551,-0.27158126,0.20982414,-3.6737208,-0.3351874,0.23474687,0.0070883007,0.037250196
1970-01-01 00:02:05,-0.2980628,-0.11819426,0.23124934,-3.4515507,-0.42658137,0.29342098,0.039140909,0.058602111
1970-01-01 00:02:06,-0.28258856,-0.27158126,0.22410761,-3.3404657,-0.45269394,0.30808951,0.017772503,0.03013289
1970-01-01 00:02:07,-0.20521738,-0.42496825,0.20982414,-3.2738147,-0.42658137,0.26408392,0.0070883007,-0.005453635
1970-01-01 00:02:08,-0.1278462,-0.70106483,0.22410761,-3.044239,-0.42658137,0.26408392,-0.024964307,0.023015585
1970-01-01 00:02:09,-0.17426891,-1.0691936,0.20982414,-2.6073045,-0.45269394,0.23474687,-0.0035959019,0.044367501
1970-01-01 00:02:10,-0.25164009,-1.3759676,0.22410761,-2.0222567,-0.45269394,0.26408392,-0.057016915,0.058602111
1970-01-01 00:02:11,-0.18974315,-1.7440964,0.22410761,-1.5112655,-0.42658137,0.29342098,-0.014280105,0.0016636701
1970-01-01 00:02:12,-0.26711433,-2.0508704,0.22410761,-1.0965481,-0.49186278,0.27875245,-0.07838532,-0.01257094
1970-01-01 00:02:13,-0.32901127,-1.866806,0.19554067,-0.84475537,-0.51797534,0.26408392,-0.07838532,0.01589828
1970-01-01 00:02:14,-0.43733092,-1.4373224,0.20982414,-0.68183066,-0.43963765,0.27875245,-0.14249054,-0.005453635
1970-01-01 00:02:15,-0.45280516,-0.94648402,0.20982414,-0.47447193,-0.4788065,0.29342098,-0.15317474,-0.041040161
1970-01-01 00:02:16,-0.5147021,-0.63971004,0.23839107,-0.19305653,-0.45269394,0.26408392,-0.15317474,-0.11933052
1970-01-01 00:02:17,-0.54565057,-1.0385162,0.24553281,0.036519204,-0.41352509,0.27875245,-0.19591155,-0.18338626
1970-01-01 00:02:18,-0.56112481,-1.1919032,0.19554067,0.23647226,-0.34824368,0.29342098,-0.18522735,-0.26167662
1970-01-01 00:02:19,-0.54565057,-1.2839354,0.23839107,0.35496296,-0.40046881,0.26408392,-0.23864836,-0.25455931
1970-01-01 00:02:20,-0.60754752,-1.1612258,0.22410761,0.39939697,-0.43963765,0.32275803,-0.19591155,-0.30438045
1970-01-01 00:02:21,-0.56112481,-0.88512922,0.21696587,0.3919913,-0.53103163,0.4107692,-0.20659575,-0.29014584
1970-01-01 00:02:22,-0.71586717,-0.67038743,0.18839894,0.37717996,-0.63548188,0.42543773,-0.19591155,-0.25455931
1970-01-01 00:02:23,-0.77776411,-0.60903264,0.21696587,0.40680264,-0.58325675,0.42543773,-0.14249054,-0.21897279
1970-01-01 00:02:24,-0.80871258,-0.48632304,0.20268241,0.41420831,-0.42658137,0.42543773,-0.16385894,-0.19050357
1970-01-01 00:02:25,-0.85513529,-0.48632304,0.1812572,0.43642531,-0.37435624,0.51344889,-0.21727995,-0.10509591
1970-01-01 00:02:26,-0.94798071,-0.63971004,0.21696587,0.44383098,-0.49186278,0.55745448,-0.24933256,-0.14779974
1970-01-01 00:02:27,-0.93250647,-0.57835524,0.25981628,0.47345366,-0.51797534,0.61612859,-0.18522735,-0.15491704
1970-01-01 00:02:28,-0.94798071,-0.63971004,0.33837535,0.45864232,-0.53103163,0.61612859,-0.17454314,-0.14779974
1970-01-01 00:02:29,-0.96345494,-0.54767784,0.24553281,0.49567066,-0.51797534,0.66013417,-0.14249054,-0.13356513
1970-01-01 00:02:30,-0.99440341,-0.57835524,-0.19725469,0.510482,-0.42658137,0.70413975,-0.12112213,-0.11933052
1970-01-01 00:02:31,-0.91703223,-0.63971004,-0.98998714,0.52529334,-0.40046881,0.74814534,-0.15317474,-0.12644782
1970-01-01 00:02:32,-0.97892918,-0.57835524,-1.82557,0.532699,-0.4788065,0.79215092,-0.15317474,-0.083743991
1970-01-01 00:02:33,-1.0253519,-0.54767784,-2.5540268,0.56232168,-0.57020047,0.66013417,-0.14249054,-0.12644782
1970-01-01 00:02:34,-1.0408261,-0.48632304,-3.0610899,0.52529334,-0.59631304,0.6748027,-0.12112213,-0.15491704
1970-01-01 00:02:35,-0.99440341,-0.45564565,-3.3753262,0.52529334,-0.57020047,0.572123,-0.13180633,-0.10509591
1970-01-01 00:02:36,-0.96345494,-0.54767784,-3.6110035,0.54010467,-0.54408791,0.54278595,-0.12112213,-0.11221321
1970-01-01 00:02:37,-0.96345494,-0.51700044,-3.7109877,0.57713302,-0.54408791,0.52811742,-0.13180633,-0.11933052
1970-01-01 00:02:38,-0.94798071,-0.51700044,-3.7609799,0.56232168,-0.59631304,0.52811742,-0.046332712,-0.069509381
1970-01-01 00:02:39,-1.0253519,-0.45564565,-3.703846,0.56972735,-0.59631304,0.45477478,0.028456706,-0.02680555
1970-01-01 00:02:40,-1.0408261,-0.42496825,-3.461027,0.58453869,-0.59631304,0.49878037,0.049825111,-0.019688245
1970-01-01 00:02:41,-1.0408261,-0.48632304,-3.1824994,0.58453869,-0.64853816,0.45477478,0.17803554,-0.17626896
1970-01-01 00:02:42,-0.94798071,-0.48632304,-2.8468379,0.59194435,-0.66159445,0.49878037,0.4024038,-0.10509591
1970-01-01 00:02:43,-0.99440341,-0.36361345,-2.6325859,0.61416136,-0.64853816,0.48411184,0.76566669,-0.090861296
1970-01-01 00:02:44,-1.0098776,-0.48632304,-2.4540426,0.64378403,-0.72687586,0.39610067,1.2785084,-0.090861296
1970-01-01 00:02:45,-0.99440341,-0.48632304,-2.4040504,0.59935002,-0.68770701,0.36676362,1.7913501,-0.090861296
1970-01-01 00:02:46,-0.96345494,-0.51700044,-2.282641,0.62156703,-0.72687586,0.29342098,2.1973498,-0.01257094
1970-01-01 00:02:47,-0.91703223,-0.57835524,-2.0969559,0.64378403,-0.70076329,0.32275803,2.5392443,0.1867136
1970-01-01 00:02:48,-0.7313414,-0.48632304,-1.7612944,0.65859537,-0.70076329,0.26408392,2.678139,0.25076935
1970-01-01 00:02:49,-0.56112481,-0.54767784,-1.3613573,0.67340671,-0.75298842,0.16140423,2.784981,-0.15491704
1970-01-01 00:02:50,-0.34448551,-0.60903264,-0.98284541,0.68821805,-0.73993214,0.17607276,2.8063494,-1.016111
1970-01-01 00:02:51,-0.019526551,-0.67038743,-0.64718392,0.66600104,-0.75298842,0.1467357,2.7208758,-1.9128914
1970-01-01 00:02:52,0.38280358,-0.54767784,-0.4115067,0.68821805,-0.71381957,0.1467357,2.6033495,-2.7456161
1970-01-01 00:02:53,0.75418524,-0.70106483,-0.19725469,0.71784072,-0.80521355,0.13206717,2.5178759,-3.4217601
1970-01-01 00:02:54,1.001773,-0.54767784,-0.025853076,0.75486907,-0.89660752,0.19074128,2.5606127,-4.1406079
1970-01-01 00:02:55,1.1719896,-0.67038743,0.17411547,0.76227473,-0.93577637,0.16140423,2.6567706,-4.6886404
1970-01-01 00:02:56,1.2184123,-0.63971004,0.36694228,0.7696804,-0.83132611,0.20540981,2.6995074,-5.0089191
1970-01-01 00:02:57,1.2493608,-0.70106483,0.52406043,0.79189741,-0.75298842,0.19074128,2.8063494,-5.0800922
1970-01-01 00:02:58,1.2493608,-0.70106483,0.61690297,0.81411441,-0.68770701,0.16140423,2.7529284,-4.866573
1970-01-01 00:02:59,1.2184123,-0.57835524,0.6454699,0.83633142,-0.70076329,0.19074128,2.5285601,-4.4893558
1970-01-01 00:03:00,1.1100927,-0.63971004,0.63832817,0.8659541,-0.85743867,0.22007834,2.3896655,-3.7562734
1970-01-01 00:03:01,1.0327215,-0.60903264,0.63832817,0.85114276,-1.0141141,0.17607276,2.5071917,-3.0801294
1970-01-01 00:03:02,1.0481957,-0.51700044,0.6240447,0.87335976,-1.0271703,0.20540981,2.7422442,-2.3612816
1970-01-01 00:03:03,1.1565154,-0.48632304,0.6668951,0.87335976,-0.96188893,0.22007834,2.9238756,-1.5285569
1970-01-01 00:03:04,1.264835,-0.54767784,0.6668951,0.93260511,-0.89660752,0.19074128,2.8170336,-0.71718415
1970-01-01 00:03:05,1.2338866,-0.51700044,0.6668951,0.96222779,-0.83132611,0.17607276,2.3255603,-0.19050357
1970-01-01 00:03:06,1.001773,-0.45564565,0.65261164,0.96963346,-0.79215727,0.19074128,1.5135609,0.072836721
1970-01-01 00:03:07,0.46017476,-0.42496825,0.6668951,0.98444479,-0.88355124,0.20540981,0.70156147,0.072836721
1970-01-01 00:03:08,-0.035000787,-0.42496825,0.69546204,1.0288788,-0.87049496,0.17607276,0.12461453,0.072836721
1970-01-01 00:03:09,-0.34448551,-0.48632304,0.6668951,1.0362845,-0.83132611,0.16140423,-0.15317474,0.23653474
1970-01-01 00:03:10,-0.28258856,-0.54767784,0.71688724,1.0659071,-0.79215727,0.1467357,-0.18522735,0.24365204
1970-01-01 00:03:11,0.22806122,-0.48632304,0.71688724,1.0955298,-0.79215727,0.23474687,-0.19591155,0.14400977
1970-01-01 00:03:12,0.6922883,-0.57835524,0.71688724,1.1399638,-0.72687586,0.32275803,-0.29206937,0.15824438
1970-01-01 00:03:13,0.86250489,-0.70106483,0.73117071,1.1769922,-0.64853816,0.33742656,-0.32412198,0.22941743
1970-01-01 00:03:14,0.67681406,-0.57835524,0.71688724,1.1621808,-0.57020047,0.4107692,-0.35617459,0.29347318
1970-01-01 00:03:15,0.27448393,-0.54767784,0.75973764,1.1843978,-0.50491906,0.61612859,-0.37754299,0.30770779
1970-01-01 00:03:16,-0.31353703,-0.63971004,0.75259591,1.1918035,-0.41352509,0.86549356,-0.43096401,0.33617701
1970-01-01 00:03:17,-0.76228987,-0.67038743,0.75259591,1.2140205,-0.40046881,1.349555,-0.49506922,0.38599815
1970-01-01 00:03:18,-0.94798071,-0.63971004,0.78116284,1.2510489,-0.40046881,1.8189479,-0.45233241,0.3219424
1970-01-01 00:03:19,-0.901558,-0.73174223,0.74545418,1.2806715,-0.37435624,2.1856611,-0.45233241,0.29347318
1970-01-01 00:03:20,-0.87060953,-0.63971004,0.78830458,1.2880772,-0.29601855,2.5083687,-0.45233241,0.34329431
1970-01-01 00:03:21,-0.83966105,-0.73174223,0.78830458,1.3325112,-0.21768086,2.7430651,-0.43096401,0.35041162
1970-01-01 00:03:22,-0.901558,-0.70106483,0.81687151,1.3176999,-0.21768086,2.8310763,-0.44164821,0.28635587
1970-01-01 00:03:23,-0.99440341,-0.76241963,0.78116284,1.3251056,-0.15239945,2.8604133,-0.46301661,0.30770779
1970-01-01 00:03:24,-1.0253519,-0.76241963,0.80972978,1.3547282,-0.15239945,2.8164077,-0.49506922,0.34329431
1970-01-01 00:03:25,-1.0717746,-0.70106483,0.82401325,1.3843509,-0.0087803496,2.6257169,-0.44164821,0.3290597
1970-01-01 00:03:26,-1.0563004,-0.63971004,0.85972192,1.4065679,0.069557342,2.4790316,-0.4095956,0.33617701
1970-01-01 00:03:27,-1.1181973,-0.60903264,0.84543845,1.4213792,0.082613624,2.4937001,-0.4202798,0.3219424
1970-01-01 00:03:28,-1.1027231,-0.45564565,0.85972192,1.4213792,0.12178247,2.5083687,-0.45233241,0.35752893
1970-01-01 00:03:29,-1.0253519,-0.42496825,0.85258018,1.4065679,-0.0087803496,2.5817113,-0.50575343,0.33617701
1970-01-01 00:03:30,-1.0098776,-0.39429085,0.83829672,1.4139736,-0.087118041,2.6990595,-0.49506922,0.33617701
