t,ECG 1,ECG 2,ECG3
1970-01-01 00:18:16,-0.79215727,-0.24931455,-0.44164821
1970-01-01 00:18:17,-0.79215727,-0.24931455,-0.48438502
1970-01-01 00:18:18,-0.75298842,-0.32265719,-0.46301661
1970-01-01 00:18:19,-0.67465073,-0.36666277,-0.49506922
1970-01-01 00:18:20,-0.71381957,-0.29332013,-0.47370082
1970-01-01 00:18:21,-0.81826983,-0.24931455,-0.49506922
1970-01-01 00:18:22,-0.81826983,-0.21997749,-0.44164821
1970-01-01 00:18:23,-0.92272008,-0.32265719,-0.44164821
1970-01-01 00:18:24,-0.92272008,-0.32265719,-0.49506922
1970-01-01 00:18:25,-0.93577637,-0.29332013,-0.47370082
1970-01-01 00:18:26,-0.89660752,-0.29332013,-0.50575343
1970-01-01 00:18:27,-0.88355124,-0.23464602,-0.49506922
1970-01-01 00:18:28,-0.84438239,-0.26398308,-0.45233241
1970-01-01 00:18:29,-0.83132611,-0.29332013,-0.46301661
1970-01-01 00:18:30,-0.87049496,-0.2786516,-0.48438502
1970-01-01 00:18:31,-0.89660752,-0.21997749,-0.50575343
1970-01-01 00:18:32,-0.88355124,-0.21997749,-0.51643763
1970-01-01 00:18:33,-0.97494521,-0.17597191,-0.50575343
1970-01-01 00:18:34,-1.0793955,-0.16130338,-0.47370082
1970-01-01 00:18:35,-1.105508,-0.23464602,-0.53780603
1970-01-01 00:18:36,-1.0793955,-0.13196633,-0.55917444
1970-01-01 00:18:37,-1.0663392,-0.073292216,-0.51643763
1970-01-01 00:18:38,-1.0141141,0.014718951,-0.54849024
1970-01-01 00:18:39,-0.96188893,0.11739864,-0.59122705
1970-01-01 00:18:40,-0.93577637,0.27875245,-0.56985864
1970-01-01 00:18:41,-0.87049496,0.61612859,-0.59122705
1970-01-01 00:18:42,-0.83132611,1.1441956,-0.62327965
1970-01-01 00:18:43,-0.94883265,1.8629534,-0.64464806
1970-01-01 00:18:44,-0.92272008,2.4496946,-0.63396386
1970-01-01 00:18:45,-0.84438239,2.8750819,-0.61259545
1970-01-01 00:18:46,-0.79215727,3.1537839,-0.61259545
1970-01-01 00:18:47,-0.72687586,3.4178174,-0.66601646
1970-01-01 00:18:48,-0.58325675,3.5058285,-0.67670067
1970-01-01 00:18:49,-0.4788065,3.4178174,-0.71943748
1970-01-01 00:18:50,-0.4788065,3.1391154,-0.69806907
1970-01-01 00:18:51,-0.58325675,2.9777615,-0.71943748
1970-01-01 00:18:52,-0.58325675,2.8897504,-0.71943748
1970-01-01 00:18:53,-0.37435624,2.9044189,-0.73012168
1970-01-01 00:18:54,-0.25684971,3.0217671,-0.7942269
1970-01-01 00:18:55,-0.24379342,3.0657727,-0.75149009
1970-01-01 00:18:56,-0.1915683,3.1831209,-0.83696371
1970-01-01 00:18:57,-0.1915683,2.9777615,-0.86901631
1970-01-01 00:18:58,-0.17851201,2.7430651,-0.85833211
1970-01-01 00:18:59,-0.15239945,2.6403854,-0.83696371
1970-01-01 00:19:00,-0.1915683,2.8310763,-0.86901631
1970-01-01 00:19:01,-0.23073714,3.2271265,-0.85833211
1970-01-01 00:19:02,-0.16545573,3.3004692,-0.85833211
1970-01-01 00:19:03,-0.10017432,2.933756,-0.90106892
1970-01-01 00:19:04,-0.061005477,2.1856611,-0.91175313
1970-01-01 00:19:05,-0.074061759,1.2468753,-0.90106892
1970-01-01 00:19:06,0.017332214,0.51344889,-0.91175313
1970-01-01 00:19:07,-0.074061759,0.044056006,-0.87970052
1970-01-01 00:19:08,-0.11323061,-0.087960743,-0.86901631
1970-01-01 00:19:09,-0.061005477,-0.17597191,-0.89038472
1970-01-01 00:19:10,0.0042759323,-0.2786516,-0.90106892
1970-01-01 00:19:11,-0.047949195,-0.36666277,-0.83696371
1970-01-01 00:19:12,-0.12628689,-0.45467394,-0.7942269
1970-01-01 00:19:13,-0.32213112,-0.48401099,-0.8262795
1970-01-01 00:19:14,-0.34824368,-0.49867952,-0.83696371
1970-01-01 00:19:15,-0.3351874,-0.5426851,-0.8262795
1970-01-01 00:19:16,-0.16545573,-0.60135921,-0.77285849
1970-01-01 00:19:17,-0.061005477,-0.55735363,-0.71943748
1970-01-01 00:19:18,0.0042759323,-0.58669069,-0.67670067
1970-01-01 00:19:19,-0.021836632,-0.57202216,-0.61259545
1970-01-01 00:19:20,-0.11323061,-0.55735363,-0.54849024
1970-01-01 00:19:21,-0.1915683,-0.61602774,-0.52712183
1970-01-01 00:19:22,-0.20462458,-0.55735363,-0.48438502
1970-01-01 00:19:23,-0.20462458,-0.58669069,-0.4095956
1970-01-01 00:19:24,-0.25684971,-0.55735363,-0.34549039
1970-01-01 00:19:25,-0.1915683,-0.6453648,-0.31343778
1970-01-01 00:19:26,-0.021836632,-0.60135921,-0.33480618
1970-01-01 00:19:27,0.043444778,-0.68937038,-0.27070097
1970-01-01 00:19:28,-0.021836632,-0.63069627,-0.21727995
1970-01-01 00:19:29,-0.13934317,-0.58669069,-0.14249054
1970-01-01 00:19:30,-0.23073714,-0.57202216,-0.067701118
1970-01-01 00:19:31,-0.29601855,-0.63069627,-0.099753726
1970-01-01 00:19:32,-0.1915683,-0.6453648,-0.057016915
1970-01-01 00:19:33,-0.11323061,-0.67470185,-0.13180633
1970-01-01 00:19:34,-0.034892913,-0.66003332,-0.067701118
1970-01-01 00:19:35,-0.0087803496,-0.63069627,-0.024964307
1970-01-01 00:19:36,-0.087118041,-0.68937038,-0.014280105
1970-01-01 00:19:37,-0.0087803496,-0.67470185,-0.067701118
1970-01-01 00:19:38,-0.0087803496,-0.70403891,-0.046332712
1970-01-01 00:19:39,0.043444778,-0.76271302,-0.03564851
1970-01-01 00:19:40,-0.047949195,-0.77738155,-0.014280105
1970-01-01 00:19:41,-0.13934317,-0.77738155,-0.024964307
1970-01-01 00:19:42,-0.17851201,-0.77738155,-0.067701118
1970-01-01 00:19:43,-0.16545573,-0.77738155,-0.046332712
1970-01-01 00:19:44,-0.087118041,-0.86539271,-0.089069523
1970-01-01 00:19:45,-0.0087803496,-0.83605566,-0.099753726
1970-01-01 00:19:46,0.043444778,-0.83605566,-0.099753726
1970-01-01 00:19:47,0.10872619,-0.83605566,-0.089069523
1970-01-01 00:19:48,0.095669906,-0.92406682,-0.089069523
1970-01-01 00:19:49,0.043444778,-0.86539271,-0.14249054
1970-01-01 00:19:50,0.082613624,-0.92406682,-0.13180633
1970-01-01 00:19:51,0.10872619,-0.9093983,-0.16385894
1970-01-01 00:19:52,0.12178247,-0.93873535,-0.11043793
1970-01-01 00:19:53,0.095669906,-0.93873535,-0.16385894
1970-01-01 00:19:54,-0.021836632,-0.95340388,-0.18522735
1970-01-01 00:19:55,0.05650106,-0.96807241,-0.20659575
1970-01-01 00:19:56,0.05650106,-0.93873535,-0.20659575
1970-01-01 00:19:57,0.017332214,-1.012078,-0.15317474
1970-01-01 00:19:58,-0.0087803496,-1.012078,-0.12112213
1970-01-01 00:19:59,0.0042759323,-1.0707521,-0.13180633
1970-01-01 00:20:00,0.13483875,-1.0707521,-0.12112213
1970-01-01 00:20:01,0.16095132,-1.0707521,-0.22796416
1970-01-01 00:20:02,0.16095132,-1.1147577,-0.18522735
1970-01-01 00:20:03,0.095669906,-1.0560836,-0.15317474
1970-01-01 00:20:04,0.095669906,-1.1000892,-0.15317474
1970-01-01 00:20:05,0.043444778,-1.1147577,-0.16385894
1970-01-01 00:20:06,0.12178247,-1.1147577,-0.17454314
1970-01-01 00:20:07,0.26540157,-1.1000892,-0.16385894
1970-01-01 00:20:08,0.38290811,-1.1000892,-0.16385894
1970-01-01 00:20:09,0.4612458,-1.1147577,-0.16385894
1970-01-01 00:20:10,0.43513324,-1.1294262,-0.13180633
1970-01-01 00:20:11,0.42207695,-1.1147577,-0.13180633
1970-01-01 00:20:12,0.44818952,-1.1000892,-0.20659575
1970-01-01 00:20:13,0.53958349,-1.0854206,-0.15317474
1970-01-01 00:20:14,0.57875234,-1.0267465,-0.12112213
1970-01-01 00:20:15,0.51347093,-1.012078,-0.14249054
1970-01-01 00:20:16,0.44818952,-0.95340388,-0.13180633
1970-01-01 00:20:17,0.33068298,-0.96807241,-0.12112213
1970-01-01 00:20:18,0.38290811,-0.93873535,-0.13180633
1970-01-01 00:20:19,0.43513324,-0.85072418,-0.099753726
1970-01-01 00:20:20,0.36985183,-0.79205007,-0.067701118
1970-01-01 00:20:21,0.30457042,-0.77738155,-0.089069523
1970-01-01 00:20:22,0.25234529,-0.68937038,-0.089069523
1970-01-01 00:20:23,0.3176267,-0.61602774,-0.12112213
1970-01-01 00:20:24,0.36985183,-0.58669069,-0.067701118
1970-01-01 00:20:25,0.35679554,-0.51334805,-0.067701118
1970-01-01 00:20:26,0.38290811,-0.44000541,-0.046332712
1970-01-01 00:20:27,0.3176267,-0.42533688,-0.03564851
1970-01-01 00:20:28,0.26540157,-0.41066835,-0.014280105
1970-01-01 00:20:29,0.16095132,-0.24931455,0.0070883007
1970-01-01 00:20:30,0.22623273,-0.24931455,0.028456706
1970-01-01 00:20:31,0.082613624,-0.21997749,0.060509314
1970-01-01 00:20:32,-0.021836632,-0.24931455,0.071193516
1970-01-01 00:20:33,-0.11323061,-0.19064044,0.11393033
1970-01-01 00:20:34,-0.061005477,-0.23464602,0.11393033
1970-01-01 00:20:35,0.043444778,-0.16130338,0.092561922
1970-01-01 00:20:36,0.12178247,-0.13196633,0.15666714
1970-01-01 00:20:37,0.12178247,-0.087960743,0.22077235
1970-01-01 00:20:38,0.0042759323,-0.20530896,0.19940395
1970-01-01 00:20:39,-0.087118041,-0.20530896,0.13529873
1970-01-01 00:20:40,-0.16545573,-0.16130338,0.10324612
1970-01-01 00:20:41,-0.16545573,-0.14663485,0.049825111
1970-01-01 00:20:42,-0.087118041,-0.16130338,0.028456706
1970-01-01 00:20:43,-0.047949195,-0.14663485,0.017772503
1970-01-01 00:20:44,0.0042759323,-0.20530896,0.0070883007
1970-01-01 00:20:45,0.030388496,-0.19064044,-0.03564851
1970-01-01 00:20:46,-0.061005477,-0.20530896,-0.067701118
1970-01-01 00:20:47,0.0042759323,-0.17597191,-0.07838532
1970-01-01 00:20:48,0.069557342,-0.19064044,-0.07838532
1970-01-01 00:20:49,-0.0087803496,-0.19064044,-0.03564851
1970-01-01 00:20:50,0.10872619,-0.2786516,-0.099753726
1970-01-01 00:20:51,0.10872619,-0.21997749,-0.13180633
1970-01-01 00:20:52,0.12178247,-0.19064044,-0.20659575
1970-01-01 00:20:53,0.095669906,-0.20530896,-0.18522735
1970-01-01 00:20:54,0.10872619,-0.20530896,-0.27070097
1970-01-01 00:20:55,0.069557342,-0.19064044,-0.26001676
1970-01-01 00:20:56,-0.0087803496,-0.20530896,-0.28138517
1970-01-01 00:20:57,0.069557342,-0.32265719,-0.26001676
1970-01-01 00:20:58,0.20012016,-0.23464602,-0.27070097
1970-01-01 00:20:59,0.30457042,-0.21997749,-0.31343778
1970-01-01 00:21:00,0.48735836,-0.26398308,-0.28138517
1970-01-01 00:21:01,0.72237144,-0.29332013,-0.28138517
1970-01-01 00:21:02,1.0748911,-0.23464602,-0.32412198
1970-01-01 00:21:03,1.4535232,-0.26398308,-0.31343778
1970-01-01 00:21:04,1.9104931,-0.20530896,-0.28138517
1970-01-01 00:21:05,2.3152378,-0.21997749,-0.24933256
1970-01-01 00:21:06,2.6155323,-0.16130338,-0.22796416
1970-01-01 00:21:07,2.7460951,-0.21997749,-0.23864836
1970-01-01 00:21:08,2.8374891,-0.24931455,-0.29206937
1970-01-01 00:21:09,2.7591514,-0.16130338,-0.28138517
1970-01-01 00:21:10,2.6285886,-0.19064044,-0.29206937
1970-01-01 00:21:11,2.4719132,-0.16130338,-0.28138517
1970-01-01 00:21:12,2.3544067,-0.19064044,-0.28138517
1970-01-01 00:21:13,2.4458007,-0.14663485,-0.28138517
1970-01-01 00:21:14,2.5633072,-0.20530896,-0.33480618
1970-01-01 00:21:15,2.6155323,-0.14663485,-0.31343778
1970-01-01 00:21:16,2.5763635,-0.13196633,-0.30275358
1970-01-01 00:21:17,2.4849695,-0.13196633,-0.28138517
1970-01-01 00:21:18,2.3152378,-0.19064044,-0.18522735
1970-01-01 00:21:19,1.9888308,-0.16130338,-0.16385894
1970-01-01 00:21:20,1.9104931,-0.13196633,-0.089069523
1970-01-01 00:21:21,2.093281,-0.087960743,0.081877719
1970-01-01 00:21:22,2.4588569,-0.087960743,0.35966699
1970-01-01 00:21:23,2.5371946,-0.029286632,0.84045611
1970-01-01 00:21:24,2.3413504,-0.13196633,1.4601399
1970-01-01 00:21:25,1.7799303,-0.073292216,2.0157184
1970-01-01 00:21:26,1.0618348,-0.087960743,2.4003497
1970-01-01 00:21:27,0.53958349,-0.10262927,2.6995074
1970-01-01 00:21:28,0.33068298,-0.10262927,2.8597704
1970-01-01 00:21:29,0.38290811,-0.13196633,2.891823
1970-01-01 00:21:30,0.33068298,-0.073292216,2.838402
1970-01-01 00:21:31,0.16095132,-0.029286632,2.7422442
1970-01-01 00:21:32,0.017332214,-0.04395516,2.6888232
1970-01-01 00:21:33,-0.20462458,-0.014618105,2.678139
1970-01-01 00:21:34,-0.38741253,-0.014618105,2.7742968
1970-01-01 00:21:35,-0.45269394,0.014718951,2.891823
1970-01-01 00:21:36,-0.3351874,0.044056006,2.9345598
1970-01-01 00:21:37,-0.26990599,0.073393062,2.945244
1970-01-01 00:21:38,-0.20462458,0.16140423,2.8490862
1970-01-01 00:21:39,-0.25684971,0.24941539,2.6995074
1970-01-01 00:21:40,-0.28296227,0.23474687,2.5926653
1970-01-01 00:21:41,-0.26990599,0.26408392,2.7636126
1970-01-01 00:21:42,-0.20462458,0.30808951,2.945244
1970-01-01 00:21:43,-0.16545573,0.32275803,3.0841387
1970-01-01 00:21:44,-0.1915683,0.39610067,2.8277178
1970-01-01 00:21:45,-0.20462458,0.45477478,2.2614551
1970-01-01 00:21:46,-0.28296227,0.52811742,1.3960346
1970-01-01 00:21:47,-0.23073714,0.55745448,0.45582481
1970-01-01 00:21:48,-0.1915683,0.572123,-0.13180633
1970-01-01 00:21:49,-0.16545573,0.60146006,-0.33480618
1970-01-01 00:21:50,-0.21768086,0.64546564,-0.37754299
1970-01-01 00:21:51,-0.26990599,0.51344889,-0.34549039
1970-01-01 00:21:52,-0.28296227,0.45477478,-0.44164821
1970-01-01 00:21:53,-0.23073714,0.33742656,-0.54849024
1970-01-01 00:21:54,-0.17851201,0.4107692,-0.61259545
1970-01-01 00:21:55,-0.21768086,0.4107692,-0.60191125
1970-01-01 00:21:56,-0.30907483,0.38143214,-0.64464806
1970-01-01 00:21:57,-0.3351874,0.29342098,-0.63396386
1970-01-01 00:21:58,-0.30907483,0.29342098,-0.64464806
1970-01-01 00:21:59,-0.28296227,0.33742656,-0.65533226
1970-01-01 00:22:00,-0.34824368,0.30808951,-0.63396386
1970-01-01 00:22:01,-0.42658137,0.27875245,-0.61259545
1970-01-01 00:22:02,-0.43963765,0.11739864,-0.61259545
1970-01-01 00:22:03,-0.49186278,0.073393062,-0.64464806
1970-01-01 00:22:04,-0.43963765,5.0423064e-05,-0.67670067
1970-01-01 00:22:05,-0.45269394,-0.073292216,-0.66601646
1970-01-01 00:22:06,-0.42658137,-0.04395516,-0.67670067
1970-01-01 00:22:07,-0.4788065,-0.058623688,-0.69806907
1970-01-01 00:22:08,-0.55714419,-0.073292216,-0.66601646
1970-01-01 00:22:09,-0.6224256,-0.087960743,-0.67670067
1970-01-01 00:22:10,-0.59631304,-0.058623688,-0.67670067
1970-01-01 00:22:11,-0.58325675,-0.04395516,-0.67670067
1970-01-01 00:22:12,-0.55714419,5.0423064e-05,-0.71943748
1970-01-01 00:22:13,-0.58325675,-0.014618105,-0.71943748
1970-01-01 00:22:14,-0.51797534,5.0423064e-05,-0.66601646
1970-01-01 00:22:15,-0.60936932,-0.058623688,-0.70875328
1970-01-01 00:22:16,-0.71381957,-0.058623688,-0.70875328
1970-01-01 00:22:17,-0.79215727,5.0423064e-05,-0.77285849
1970-01-01 00:22:18,-0.70076329,-0.014618105,-0.73012168
1970-01-01 00:22:19,-0.77910098,-0.014618105,-0.76217429
1970-01-01 00:22:20,-0.79215727,0.029387478,-0.7942269
1970-01-01 00:22:21,-0.75298842,0.014718951,-0.7942269
1970-01-01 00:22:22,-0.64853816,0.029387478,-0.76217429
1970-01-01 00:22:23,-0.64853816,0.058724534,-0.8155953
1970-01-01 00:22:24,-0.67465073,0.044056006,-0.8262795
1970-01-01 00:22:25,-0.77910098,0.029387478,-0.8049111
1970-01-01 00:22:26,-0.9096638,0.088061589,-0.76217429
1970-01-01 00:22:27,-0.97494521,0.10273012,-0.85833211
1970-01-01 00:22:28,-1.0141141,0.1467357,-0.83696371
1970-01-01 00:22:29,-0.97494521,0.22007834,-0.85833211
1970-01-01 00:22:30,-0.89660752,0.35209509,-0.91175313
1970-01-01 00:22:31,-0.88355124,0.52811742,-0.91175313
1970-01-01 00:22:32,-0.93577637,0.85082503,-0.94380573
1970-01-01 00:22:33,-0.92272008,1.4082291,-0.97585834
1970-01-01 00:22:34,-0.98800149,2.0829814,-1.0185952
1970-01-01 00:22:35,-0.94883265,2.7870707,-1.0079109
1970-01-01 00:22:36,-0.83132611,3.3738118,-1.0292794
1970-01-01 00:22:37,-0.73993214,3.740525,-1.0399636
1970-01-01 00:22:38,-0.7660447,4.0779011,-1.0399636
1970-01-01 00:22:39,-0.68770701,4.2539235,-1.0933846
1970-01-01 00:22:40,-0.58325675,4.1659123,-1.0720162
1970-01-01 00:22:41,-0.58325675,3.8872103,-1.0399636
1970-01-01 00:22:42,-0.58325675,3.6085082,-1.1040688
1970-01-01 00:22:43,-0.60936932,3.4471544,-1.1361214
1970-01-01 00:22:44,-0.50491906,3.4031489,-1.1361214
1970-01-01 00:22:45,-0.43963765,3.4764915,-1.1574898
1970-01-01 00:22:46,-0.30907483,3.6085082,-1.1574898
1970-01-01 00:22:47,-0.30907483,3.6525138,-1.168174
1970-01-01 00:22:48,-0.25684971,3.5204971,-1.1788582
1970-01-01 00:22:49,-0.24379342,3.3151377,-1.1895424
1970-01-01 00:22:50,-0.26990599,3.1831209,-1.1895424
1970-01-01 00:22:51,-0.24379342,3.3444747,-1.1468056
1970-01-01 00:22:52,-0.21768086,3.6818509,-1.1574898
1970-01-01 00:22:53,-0.074061759,3.7258565,-1.1040688
1970-01-01 00:22:54,-0.061005477,3.4324859,-1.0827004
1970-01-01 00:22:55,-0.074061759,2.684391,-1.0827004
1970-01-01 00:22:56,-0.23073714,1.7309367,-0.98654254
1970-01-01 00:22:57,-0.21768086,0.89483061,-0.94380573
1970-01-01 00:22:58,-0.1915683,0.36676362,-0.93312153
1970-01-01 00:22:59,-0.11323061,0.17607276,-0.92243733
1970-01-01 00:23:00,-0.034892913,0.088061589,-0.89038472
1970-01-01 00:23:01,-0.0087803496,0.014718951,-0.84764791
1970-01-01 00:23:02,-0.061005477,-0.073292216,-0.8049111
1970-01-01 00:23:03,-0.13934317,-0.1172978,-0.73012168
1970-01-01 00:23:04,-0.16545573,-0.17597191,-0.62327965
1970-01-01 00:23:05,-0.15239945,-0.21997749,-0.60191125
1970-01-01 00:23:06,-0.087118041,-0.23464602,-0.53780603
1970-01-01 00:23:07,-0.021836632,-0.17597191,-0.51643763
1970-01-01 00:23:08,-0.034892913,-0.17597191,-0.44164821
1970-01-01 00:23:09,-0.11323061,-0.20530896,-0.3882272
1970-01-01 00:23:10,-0.047949195,-0.23464602,-0.34549039
1970-01-01 00:23:11,-0.061005477,-0.20530896,-0.35617459
1970-01-01 00:23:12,-0.0087803496,-0.20530896,-0.31343778
1970-01-01 00:23:13,-0.021836632,-0.23464602,-0.27070097
1970-01-01 00:23:14,-0.021836632,-0.19064044,-0.28138517
1970-01-01 00:23:15,-0.10017432,-0.20530896,-0.28138517
1970-01-01 00:23:16,-0.021836632,-0.24931455,-0.24933256
1970-01-01 00:23:17,-0.087118041,-0.29332013,-0.29206937
1970-01-01 00:23:18,-0.21768086,-0.24931455,-0.31343778
1970-01-01 00:23:19,-0.24379342,-0.20530896,-0.26001676
1970-01-01 00:23:20,-0.24379342,-0.20530896,-0.28138517
1970-01-01 00:23:21,-0.20462458,-0.21997749,-0.20659575
1970-01-01 00:23:22,-0.23073714,-0.24931455,-0.19591155
1970-01-01 00:23:23,-0.17851201,-0.33732571,-0.19591155
1970-01-01 00:23:24,-0.15239945,-0.32265719,-0.26001676
1970-01-01 00:23:25,-0.13934317,-0.2786516,-0.26001676
1970-01-01 00:23:26,-0.20462458,-0.32265719,-0.23864836
1970-01-01 00:23:27,-0.15239945,-0.32265719,-0.20659575
1970-01-01 00:23:28,-0.13934317,-0.36666277,-0.19591155
1970-01-01 00:23:29,-0.10017432,-0.32265719,-0.14249054
1970-01-01 00:23:30,-0.12628689,-0.30798866,-0.07838532
1970-01-01 00:23:31,-0.17851201,-0.32265719,-0.089069523
1970-01-01 00:23:32,-0.23073714,-0.33732571,-0.03564851
1970-01-01 00:23:33,-0.24379342,-0.35199424,-0.046332712
1970-01-01 00:23:34,-0.1915683,-0.35199424,-0.18522735
1970-01-01 00:23:35,-0.1915683,-0.41066835,-0.43096401
1970-01-01 00:23:36,-0.12628689,-0.41066835,-0.70875328
1970-01-01 00:23:37,-0.11323061,-0.44000541,-0.91175313
1970-01-01 00:23:38,-0.074061759,-0.44000541,-1.0827004
1970-01-01 00:23:39,-0.034892913,-0.46934246,-1.3177528
