t,spread,abs_imb,l1_ask_size,l1_bid_size,l1_imbalance,traded_quantity,qty_cancelled,qty_modification,qty_submission,qty_aggressive,var_imb,d_imb,d_mid_price
2021-06-01 09:07:05+02:00,,,,,,,,,,,,,
2021-06-01 09:07:10+02:00,,,,,,,,,,,,,
2021-06-01 09:07:15+02:00,,,,,,,,,,,,,
2021-06-01 09:07:20+02:00,,,,,,,,,,,,,
2021-06-01 09:07:25+02:00,,,,,,,,,,,,,
2021-06-01 09:07:30+02:00,,,,,,,,,,,,,
2021-06-01 09:07:35+02:00,,,,,,,,,,,,,
2021-06-01 09:07:40+02:00,,,,,,,,,,,,,
2021-06-01 09:07:45+02:00,0.03000000000000025,0.7942664418212478,532.0,61.0,0.7942664418212478,0.0,500.0,476.0,101.0,0.0,0.0038014119530111385,1.3759478994567771e-05,0.0
2021-06-01 09:07:50+02:00,0.03000000000000025,0.7942664418212478,532.0,61.0,0.7942664418212478,0.0,500.0,476.0,102.0,0.0,0.0,0.0,0.0
2021-06-01 09:07:55+02:00,,,,,,,,,,,,,
2021-06-01 09:08:00+02:00,0.020000000000000462,0.9962476547842402,532.0,1.0,0.9962476547842402,0.0,738.0,476.0,103.0,0.0,0.12714953215186248,0.010351640680760164,0.0002562525625256653
2021-06-01 09:08:05+02:00,,,,,,,,,,,,,
2021-06-01 09:08:10+02:00,,,,,,,,,,,,,
2021-06-01 09:08:15+02:00,,,,,,,,,,,,,
2021-06-01 09:08:20+02:00,,,,,,,,,,,,,
2021-06-01 09:08:25+02:00,,,,,,,,,,,,,
2021-06-01 09:08:30+02:00,,,,,,,,,,,,,
2021-06-01 09:08:35+02:00,,,,,,,,,,,,,
2021-06-01 09:08:40+02:00,,,,,,,,,,,,,
2021-06-01 09:08:45+02:00,,,,,,,,,,,,,
2021-06-01 09:08:50+02:00,,,,,,,,,,,,,
2021-06-01 09:08:55+02:00,,,,,,,,,,,,,
2021-06-01 09:09:00+02:00,,,,,,,,,,,,,
2021-06-01 09:09:05+02:00,,,,,,,,,,,,,
2021-06-01 09:09:10+02:00,,,,,,,,,,,,,
2021-06-01 09:09:15+02:00,,,,,,,,,,,,,
2021-06-01 09:09:20+02:00,,,,,,,,,,,,,
2021-06-01 09:09:25+02:00,,,,,,,,,,,,,
2021-06-01 09:09:30+02:00,,,,,,,,,,,,,
2021-06-01 09:09:35+02:00,,,,,,,,,,,,,
2021-06-01 09:09:40+02:00,0.020000000000000462,0.9962476547842402,532.0,1.0,0.9962476547842402,0.0,476.0,0.0,203.0,0.0,0.0,0.0,0.0
2021-06-01 09:09:45+02:00,,,,,,,,,,,,,
2021-06-01 09:09:50+02:00,,,,,,,,,,,,,
2021-06-01 09:09:55+02:00,,,,,,,,,,,,,
2021-06-01 09:10:00+02:00,,,,,,,,,,,,,
2021-06-01 09:10:05+02:00,,,,,,,,,,,,,
2021-06-01 09:10:10+02:00,0.020000000000000462,0.9962335216572504,530.0,1.0,0.9962335216572504,2.0,635.6666666666666,0.0,522.3333333333334,0.0,4.728786368815307e-06,1.552391448877297e-07,0.0
2021-06-01 09:10:15+02:00,,,,,,,,,,,,,
2021-06-01 09:10:20+02:00,,,,,,,,,,,,,
2021-06-01 09:10:25+02:00,,,,,,,,,,,,,
2021-06-01 09:10:30+02:00,,,,,,,,,,,,,
2021-06-01 09:10:35+02:00,,,,,,,,,,,,,
2021-06-01 09:10:40+02:00,,,,,,,,,,,,,
2021-06-01 09:10:45+02:00,,,,,,,,,,,,,
2021-06-01 09:10:50+02:00,,,,,,,,,,,,,
2021-06-01 09:10:55+02:00,,,,,,,,,,,,,
2021-06-01 09:11:00+02:00,,,,,,,,,,,,,
2021-06-01 09:11:05+02:00,,,,,,,,,,,,,
2021-06-01 09:11:10+02:00,,,,,,,,,,,,,
2021-06-01 09:11:15+02:00,,,,,,,,,,,,,
2021-06-01 09:11:20+02:00,,,,,,,,,,,,,
2021-06-01 09:11:25+02:00,,,,,,,,,,,,,
2021-06-01 09:11:30+02:00,,,,,,,,,,,,,
2021-06-01 09:11:35+02:00,,,,,,,,,,,,,
2021-06-01 09:11:40+02:00,,,,,,,,,,,,,
2021-06-01 09:11:45+02:00,0.020000000000000462,0.9962335216572504,530.0,1.0,0.9962335216572504,2.0,955.0,0.0,1270.0,0.0,0.0,0.0,0.0
2021-06-01 09:11:50+02:00,,,,,,,,,,,,,
2021-06-01 09:11:55+02:00,,,,,,,,,,,,,
2021-06-01 09:12:00+02:00,,,,,,,,,,,,,
2021-06-01 09:12:05+02:00,,,,,,,,,,,,,
2021-06-01 09:12:10+02:00,,,,,,,,,,,,,
2021-06-01 09:12:15+02:00,,,,,,,,,,,,,
2021-06-01 09:12:20+02:00,,,,,,,,,,,,,
2021-06-01 09:12:25+02:00,,,,,,,,,,,,,
2021-06-01 09:12:30+02:00,,,,,,,,,,,,,
2021-06-01 09:12:35+02:00,,,,,,,,,,,,,
2021-06-01 09:12:40+02:00,,,,,,,,,,,,,
2021-06-01 09:12:45+02:00,,,,,,,,,,,,,
2021-06-01 09:12:50+02:00,0.020000000000000462,0.9885663901707374,263.3333333333333,1.0,0.9885663901707374,268.6666666666667,955.0,0.0,1684.6666666666667,0.0,0.0038480593755561604,0.011831993034742326,0.0
2021-06-01 09:12:55+02:00,0.020000000000000462,0.9847328244274809,130.0,1.0,0.9847328244274809,402.0,955.0,475.0,2015.0,0.0,0.0,0.0,0.0
2021-06-01 09:13:00+02:00,,,,,,,,,,,,,
2021-06-01 09:13:05+02:00,0.020000000000000462,0.9847328244274809,130.0,1.0,0.9847328244274809,402.0,954.0,475.0,2014.0,0.0,0.0,0.0,0.0
2021-06-01 09:13:10+02:00,,,,,,,,,,,,,
2021-06-01 09:13:15+02:00,,,,,,,,,,,,,
2021-06-01 09:13:20+02:00,,,,,,,,,,,,,
2021-06-01 09:13:25+02:00,,,,,,,,,,,,,
2021-06-01 09:13:30+02:00,,,,,,,,,,,,,
2021-06-01 09:13:35+02:00,,,,,,,,,,,,,
2021-06-01 09:13:40+02:00,,,,,,,,,,,,,
2021-06-01 09:13:45+02:00,,,,,,,,,,,,,
2021-06-01 09:13:50+02:00,,,,,,,,,,,,,
2021-06-01 09:13:55+02:00,,,,,,,,,,,,,
2021-06-01 09:14:00+02:00,,,,,,,,,,,,,
2021-06-01 09:14:05+02:00,,,,,,,,,,,,,
2021-06-01 09:14:10+02:00,,,,,,,,,,,,,
2021-06-01 09:14:15+02:00,,,,,,,,,,,,,
2021-06-01 09:14:20+02:00,,,,,,,,,,,,,
2021-06-01 09:14:25+02:00,,,,,,,,,,,,,
2021-06-01 09:14:30+02:00,,,,,,,,,,,,,
2021-06-01 09:14:35+02:00,,,,,,,,,,,,,
2021-06-01 09:14:40+02:00,,,,,,,,,,,,,
2021-06-01 09:14:45+02:00,,,,,,,,,,,,,
2021-06-01 09:14:50+02:00,,,,,,,,,,,,,
2021-06-01 09:14:55+02:00,,,,,,,,,,,,,
2021-06-01 09:15:00+02:00,,,,,,,,,,,,,
2021-06-01 09:15:05+02:00,,,,,,,,,,,,,
2021-06-01 09:15:10+02:00,,,,,,,,,,,,,
2021-06-01 09:15:15+02:00,,,,,,,,,,,,,
2021-06-01 09:15:20+02:00,,,,,,,,,,,,,
2021-06-01 09:15:25+02:00,,,,,,,,,,,,,
2021-06-01 09:15:30+02:00,,,,,,,,,,,,,
2021-06-01 09:15:35+02:00,,,,,,,,,,,,,
2021-06-01 09:15:40+02:00,,,,,,,,,,,,,
2021-06-01 09:15:45+02:00,,,,,,,,,,,,,
2021-06-01 09:15:50+02:00,,,,,,,,,,,,,
2021-06-01 09:15:55+02:00,,,,,,,,,,,,,
2021-06-01 09:16:00+02:00,,,,,,,,,,,,,
2021-06-01 09:16:05+02:00,,,,,,,,,,,,,
2021-06-01 09:16:10+02:00,,,,,,,,,,,,,
2021-06-01 09:16:15+02:00,,,,,,,,,,,,,
2021-06-01 09:16:20+02:00,0.020000000000000462,0.9847328244274809,130.0,1.0,0.9847328244274809,400.0,475.0,475.0,2306.0,0.0,0.0,0.0,0.0
2021-06-01 09:16:25+02:00,,,,,,,,,,,,,
2021-06-01 09:16:30+02:00,,,,,,,,,,,,,
2021-06-01 09:16:35+02:00,,,,,,,,,,,,,
2021-06-01 09:16:40+02:00,,,,,,,,,,,,,
2021-06-01 09:16:45+02:00,,,,,,,,,,,,,
2021-06-01 09:16:50+02:00,,,,,,,,,,,,,
2021-06-01 09:16:55+02:00,,,,,,,,,,,,,
2021-06-01 09:17:00+02:00,,,,,,,,,,,,,
2021-06-01 09:17:05+02:00,,,,,,,,,,,,,
2021-06-01 09:17:10+02:00,,,,,,,,,,,,,
2021-06-01 09:17:15+02:00,,,,,,,,,,,,,
2021-06-01 09:17:20+02:00,,,,,,,,,,,,,
2021-06-01 09:17:25+02:00,,,,,,,,,,,,,
2021-06-01 09:17:30+02:00,0.05000000000000071,0.20974967061923583,164.0,100.0,0.20974967061923583,400.0,515.0,679.6,2119.8,0.0,,54.57955405117999,6.930583277888765e-05
2021-06-01 09:17:35+02:00,,,,,,,,,,,,,
2021-06-01 09:17:40+02:00,0.05000000000000071,0.13043478260869565,130.0,100.0,0.13043478260869565,400.0,1078.0,1108.0,2321.0,0.0,0.0,0.0,0.0
2021-06-01 09:17:45+02:00,,,,,,,,,,,,,
2021-06-01 09:17:50+02:00,,,,,,,,,,,,,
2021-06-01 09:17:55+02:00,,,,,,,,,,,,,
2021-06-01 09:18:00+02:00,,,,,,,,,,,,,
2021-06-01 09:18:05+02:00,,,,,,,,,,,,,
2021-06-01 09:18:10+02:00,,,,,,,,,,,,,
2021-06-01 09:18:15+02:00,,,,,,,,,,,,,
2021-06-01 09:18:20+02:00,,,,,,,,,,,,,
2021-06-01 09:18:25+02:00,,,,,,,,,,,,,
2021-06-01 09:18:30+02:00,0.05000000000000071,0.13043478260869565,130.0,100.0,0.13043478260869565,0.0,603.0,633.0,1663.0,0.0,0.0,0.0,0.0
2021-06-01 09:18:35+02:00,,,,,,,,,,,,,
2021-06-01 09:18:40+02:00,,,,,,,,,,,,,
2021-06-01 09:18:45+02:00,,,,,,,,,,,,,
2021-06-01 09:18:50+02:00,,,,,,,,,,,,,
2021-06-01 09:18:55+02:00,,,,,,,,,,,,,
2021-06-01 09:19:00+02:00,,,,,,,,,,,,,
2021-06-01 09:19:05+02:00,,,,,,,,,,,,,
2021-06-01 09:19:10+02:00,,,,,,,,,,,,,
2021-06-01 09:19:15+02:00,,,,,,,,,,,,,
2021-06-01 09:19:20+02:00,,,,,,,,,,,,,
2021-06-01 09:19:25+02:00,,,,,,,,,,,,,
2021-06-01 09:19:30+02:00,,,,,,,,,,,,,
2021-06-01 09:19:35+02:00,,,,,,,,,,,,,
2021-06-01 09:19:40+02:00,,,,,,,,,,,,,
2021-06-01 09:19:45+02:00,,,,,,,,,,,,,
2021-06-01 09:19:50+02:00,,,,,,,,,,,,,
2021-06-01 09:19:55+02:00,,,,,,,,,,,,,
2021-06-01 09:20:00+02:00,,,,,,,,,,,,,
2021-06-01 09:20:05+02:00,0.13000000000000078,0.0,100.0,100.0,0.0,0.0,603.0,633.0,1763.0,0.0,1.0,0.0014080051664402905,0.0004317882510416895
2021-06-01 09:20:10+02:00,,,,,,,,,,,,,
2021-06-01 09:20:15+02:00,,,,,,,,,,,,,
2021-06-01 09:20:20+02:00,,,,,,,,,,,,,
2021-06-01 09:20:25+02:00,,,,,,,,,,,,,
2021-06-01 09:20:30+02:00,,,,,,,,,,,,,
2021-06-01 09:20:35+02:00,,,,,,,,,,,,,
2021-06-01 09:20:40+02:00,,,,,,,,,,,,,
2021-06-01 09:20:45+02:00,,,,,,,,,,,,,
2021-06-01 09:20:50+02:00,,,,,,,,,,,,,
2021-06-01 09:20:55+02:00,,,,,,,,,,,,,
2021-06-01 09:21:00+02:00,,,,,,,,,,,,,
2021-06-01 09:21:05+02:00,,,,,,,,,,,,,
2021-06-01 09:21:10+02:00,,,,,,,,,,,,,
2021-06-01 09:21:15+02:00,,,,,,,,,,,,,
2021-06-01 09:21:20+02:00,,,,,,,,,,,,,
2021-06-01 09:21:25+02:00,,,,,,,,,,,,,
2021-06-01 09:21:30+02:00,,,,,,,,,,,,,
2021-06-01 09:21:35+02:00,,,,,,,,,,,,,
2021-06-01 09:21:40+02:00,,,,,,,,,,,,,
2021-06-01 09:21:45+02:00,,,,,,,,,,,,,
2021-06-01 09:21:50+02:00,,,,,,,,,,,,,
2021-06-01 09:21:55+02:00,,,,,,,,,,,,,
2021-06-01 09:22:00+02:00,,,,,,,,,,,,,
2021-06-01 09:22:05+02:00,,,,,,,,,,,,,
2021-06-01 09:22:10+02:00,,,,,,,,,,,,,
2021-06-01 09:22:15+02:00,,,,,,,,,,,,,
2021-06-01 09:22:20+02:00,,,,,,,,,,,,,
2021-06-01 09:22:25+02:00,,,,,,,,,,,,,
2021-06-01 09:22:30+02:00,,,,,,,,,,,,,
2021-06-01 09:22:35+02:00,,,,,,,,,,,,,
2021-06-01 09:22:40+02:00,,,,,,,,,,,,,
2021-06-01 09:22:45+02:00,,,,,,,,,,,,,
2021-06-01 09:22:50+02:00,,,,,,,,,,,,,
2021-06-01 09:22:55+02:00,,,,,,,,,,,,,
2021-06-01 09:23:00+02:00,,,,,,,,,,,,,
2021-06-01 09:23:05+02:00,,,,,,,,,,,,,
2021-06-01 09:23:10+02:00,,,,,,,,,,,,,
2021-06-01 09:23:15+02:00,,,,,,,,,,,,,
2021-06-01 09:23:20+02:00,,,,,,,,,,,,,
2021-06-01 09:23:25+02:00,,,,,,,,,,,,,
2021-06-01 09:23:30+02:00,,,,,,,,,,,,,
2021-06-01 09:23:35+02:00,,,,,,,,,,,,,
2021-06-01 09:23:40+02:00,,,,,,,,,,,,,
2021-06-01 09:23:45+02:00,,,,,,,,,,,,,
2021-06-01 09:23:50+02:00,,,,,,,,,,,,,
2021-06-01 09:23:55+02:00,0.10000000000000053,0.010101010101010102,98.0,100.0,-0.010101010101010102,2.0,497.0,1738.0,712.0,0.0,,2.302959371881649e-05,0.0
2021-06-01 09:24:00+02:00,0.10000000000000053,0.010101010101010102,98.0,100.0,-0.010101010101010102,2.0,497.0,2488.0,712.0,0.0,0.0,0.0,0.0
2021-06-01 09:24:05+02:00,,,,,,,,,,,,,
2021-06-01 09:24:10+02:00,,,,,,,,,,,,,
2021-06-01 09:24:15+02:00,,,,,,,,,,,,,
2021-06-01 09:24:20+02:00,,,,,,,,,,,,,
2021-06-01 09:24:25+02:00,,,,,,,,,,,,,
2021-06-01 09:24:30+02:00,,,,,,,,,,,,,
2021-06-01 09:24:35+02:00,,,,,,,,,,,,,
2021-06-01 09:24:40+02:00,,,,,,,,,,,,,
2021-06-01 09:24:45+02:00,,,,,,,,,,,,,
2021-06-01 09:24:50+02:00,,,,,,,,,,,,,
2021-06-01 09:24:55+02:00,,,,,,,,,,,,,
2021-06-01 09:25:00+02:00,,,,,,,,,,,,,
2021-06-01 09:25:05+02:00,,,,,,,,,,,,,
2021-06-01 09:25:10+02:00,,,,,,,,,,,,,
2021-06-01 09:25:15+02:00,,,,,,,,,,,,,
2021-06-01 09:25:20+02:00,,,,,,,,,,,,,
2021-06-01 09:25:25+02:00,,,,,,,,,,,,,
2021-06-01 09:25:30+02:00,,,,,,,,,,,,,
2021-06-01 09:25:35+02:00,,,,,,,,,,,,,
2021-06-01 09:25:40+02:00,,,,,,,,,,,,,
2021-06-01 09:25:45+02:00,,,,,,,,,,,,,
2021-06-01 09:25:50+02:00,,,,,,,,,,,,,
2021-06-01 09:25:55+02:00,,,,,,,,,,,,,
2021-06-01 09:26:00+02:00,,,,,,,,,,,,,
2021-06-01 09:26:05+02:00,,,,,,,,,,,,,
2021-06-01 09:26:10+02:00,,,,,,,,,,,,,
2021-06-01 09:26:15+02:00,,,,,,,,,,,,,
2021-06-01 09:26:20+02:00,,,,,,,,,,,,,
2021-06-01 09:26:25+02:00,,,,,,,,,,,,,
2021-06-01 09:26:30+02:00,,,,,,,,,,,,,
2021-06-01 09:26:35+02:00,,,,,,,,,,,,,
2021-06-01 09:26:40+02:00,0.10000000000000053,0.010101010101010102,98.0,100.0,-0.010101010101010102,2.0,4000.0,988.0,0.0,0.0,0.0,0.0,0.0
2021-06-01 09:26:45+02:00,0.10000000000000053,0.010101010101010102,98.0,100.0,-0.010101010101010102,2.0,7200.0,988.0,0.0,0.0,0.0,0.0,0.0
2021-06-01 09:26:50+02:00,,,,,,,,,,,,,
2021-06-01 09:26:55+02:00,,,,,,,,,,,,,
2021-06-01 09:27:00+02:00,,,,,,,,,,,,,
2021-06-01 09:27:05+02:00,,,,,,,,,,,,,
2021-06-01 09:27:10+02:00,,,,,,,,,,,,,
2021-06-01 09:27:15+02:00,0.10000000000000053,0.010101010101010102,98.0,100.0,-0.010101010101010102,2.0,7200.0,988.0,800.0,0.0,0.0,0.0,0.0
2021-06-01 09:27:20+02:00,,,,,,,,,,,,,
2021-06-01 09:27:25+02:00,,,,,,,,,,,,,
2021-06-01 09:27:30+02:00,,,,,,,,,,,,,
2021-06-01 09:27:35+02:00,,,,,,,,,,,,,
2021-06-01 09:27:40+02:00,,,,,,,,,,,,,
2021-06-01 09:27:45+02:00,,,,,,,,,,,,,
2021-06-01 09:27:50+02:00,,,,,,,,,,,,,
2021-06-01 09:27:55+02:00,0.10000000000000053,0.5625,28.0,100.0,-0.5625,72.0,7200.0,1244.0,800.0,0.0,27.34375,0.007028334646788512,0.0
2021-06-01 09:28:00+02:00,,,,,,,,,,,,,
2021-06-01 09:28:05+02:00,,,,,,,,,,,,,
2021-06-01 09:28:10+02:00,,,,,,,,,,,,,
2021-06-01 09:28:15+02:00,,,,,,,,,,,,,
2021-06-01 09:28:20+02:00,,,,,,,,,,,,,
2021-06-01 09:28:25+02:00,,,,,,,,,,,,,
2021-06-01 09:28:30+02:00,,,,,,,,,,,,,
2021-06-01 09:28:35+02:00,,,,,,,,,,,,,
2021-06-01 09:28:40+02:00,,,,,,,,,,,,,
2021-06-01 09:28:45+02:00,,,,,,,,,,,,,
2021-06-01 09:28:50+02:00,,,,,,,,,,,,,
2021-06-01 09:28:55+02:00,,,,,,,,,,,,,
2021-06-01 09:29:00+02:00,,,,,,,,,,,,,
2021-06-01 09:29:05+02:00,,,,,,,,,,,,,
2021-06-01 09:29:10+02:00,,,,,,,,,,,,,
2021-06-01 09:29:15+02:00,0.10000000000000053,0.3698630136986301,46.0,100.0,-0.3698630136986301,70.0,7200.0,1017.6666666666666,900.0,0.0,0.11415525114155252,0.0007773607346842522,0.00012106097841482496
2021-06-01 09:29:20+02:00,0.10000000000000053,0.3698630136986301,46.0,100.0,-0.3698630136986301,70.0,7200.0,1774.0,1400.0,0.0,0.0,0.0,0.0
2021-06-01 09:29:25+02:00,,,,,,,,,,,,,
2021-06-01 09:29:30+02:00,,,,,,,,,,,,,
2021-06-01 09:29:35+02:00,,,,,,,,,,,,,
2021-06-01 09:29:40+02:00,,,,,,,,,,,,,
2021-06-01 09:29:45+02:00,,,,,,,,,,,,,
2021-06-01 09:29:50+02:00,0.10000000000000053,0.3888888888888889,44.0,100.0,-0.3888888888888889,72.0,7200.0,2246.0,1400.0,0.0,0.025720164609053537,0.00028809623243880643,0.0
2021-06-01 09:29:55+02:00,,,,,,,,,,,,,
2021-06-01 09:30:00+02:00,,,,,,,,,,,,,
2021-06-01 09:30:05+02:00,,,,,,,,,,,,,
2021-06-01 09:30:10+02:00,,,,,,,,,,,,,
2021-06-01 09:30:15+02:00,0.10000000000000053,0.3888888888888889,44.0,100.0,-0.3888888888888889,72.0,7200.0,2937.0,1400.0,0.0,0.0,0.0,0.0
2021-06-01 09:30:20+02:00,,,,,,,,,,,,,
2021-06-01 09:30:25+02:00,,,,,,,,,,,,,
2021-06-01 09:30:30+02:00,,,,,,,,,,,,,
2021-06-01 09:30:35+02:00,0.10000000000000053,0.3888888888888889,44.0,100.0,-0.3888888888888889,72.0,8200.0,2937.0,1400.0,0.0,0.0,0.0,0.0
2021-06-01 09:30:40+02:00,,,,,,,,,,,,,
2021-06-01 09:30:45+02:00,,,,,,,,,,,,,
2021-06-01 09:30:50+02:00,,,,,,,,,,,,,
2021-06-01 09:30:55+02:00,,,,,,,,,,,,,
2021-06-01 09:31:00+02:00,0.10000000000000053,0.3888888888888889,44.0,100.0,-0.3888888888888889,72.0,8700.0,2937.0,1400.0,0.0,0.0,0.0,0.0
2021-06-01 09:31:05+02:00,,,,,,,,,,,,,
2021-06-01 09:31:10+02:00,,,,,,,,,,,,,
2021-06-01 09:31:15+02:00,,,,,,,,,,,,,
2021-06-01 09:31:20+02:00,0.0950000000000002,0.4653046847481508,279.5,100.0,0.4653046847481508,72.0,8722.0,2937.0,1681.0,0.0,1.301763419938834,64.12810428699564,2.4999999999999467
2021-06-01 09:31:25+02:00,,,,,,,,,,,,,
2021-06-01 09:31:30+02:00,,,,,,,,,,,,,
2021-06-01 09:31:35+02:00,,,,,,,,,,,,,
2021-06-01 09:31:40+02:00,,,,,,,,,,,,,
2021-06-01 09:31:45+02:00,,,,,,,,,,,,,
2021-06-01 09:31:50+02:00,,,,,,,,,,,,,
2021-06-01 09:31:55+02:00,,,,,,,,,,,,,
2021-06-01 09:32:00+02:00,,,,,,,,,,,,,
2021-06-01 09:32:05+02:00,,,,,,,,,,,,,
2021-06-01 09:32:10+02:00,,,,,,,,,,,,,
2021-06-01 09:32:15+02:00,,,,,,,,,,,,,
2021-06-01 09:32:20+02:00,,,,,,,,,,,,,
2021-06-01 09:32:25+02:00,0.08999999999999986,0.40119760479041916,234.0,100.0,0.40119760479041916,72.0,1544.0,2937.0,1881.0,0.0,0.0,0.0,0.0
2021-06-01 09:32:30+02:00,,,,,,,,,,,,,
